Date,Open,High,Low,Close,Adj Close,Volume
1996-04-17,1.20664,1.279296,1.210937,1.26582,0.865387,4249600
1996-04-18,1.26582,1.318164,1.231445,1.251757,0.855773,3532800
1996-04-19,1.251757,1.271484,1.235351,1.242187,0.849231,1587200
1996-04-22,1.242187,1.240234,1.210937,1.21289,0.829201,1689600
1996-04-23,1.21289,1.220703,1.201171,1.217968,0.832673,3276800
1996-04-24,1.217968,1.269531,1.232421,1.242285,0.849298,1280000
1996-04-25,1.242285,1.256835,1.240332,1.240429,0.848029,1484800
1996-04-26,1.240429,1.257812,1.223242,1.237402,0.845959,1382400
1996-04-29,1.237402,1.234375,1.224414,1.228515,0.839884,460800
1996-04-30,1.228515,1.239746,1.223632,1.231445,0.846597,1075200
1996-05-01,1.231445,1.236328,1.228515,1.231445,0.846597,358400
1996-05-02,1.231445,1.289062,1.238281,1.253906,0.862039,1280000
1996-05-03,1.253906,1.265625,1.240234,1.254394,0.862375,1638400
1996-05-06,1.254394,1.267089,1.245117,1.2625,0.867947,2150400
1996-05-07,1.2625,1.269531,1.250488,1.269531,0.872781,1536000
1996-05-08,1.269531,1.296875,1.259765,1.286523,0.884463,1638400
1996-05-09,1.286523,1.375976,1.263769,1.320996,0.908162,4864000
1996-05-10,1.320996,1.354492,1.279296,1.343261,0.923469,3328000
1996-05-13,1.343261,1.36455,1.330273,1.34248,0.922932,1587200
1996-05-14,1.34248,1.34746,1.316406,1.335839,0.918367,1536000
1996-05-15,1.335839,1.345117,1.304687,1.318164,0.906215,1894400
1996-05-16,1.318164,1.353515,1.330078,1.33164,0.915479,972800
1996-05-17,1.33164,1.348437,1.294921,1.31123,0.901449,1177600
1996-05-20,1.31123,1.308593,1.291992,1.293261,0.889095,870400
1996-05-21,1.293261,1.3125,1.286132,1.301269,0.8946,2355200
1996-05-22,1.301269,1.308593,1.297851,1.297851,0.89225,1024000
1996-05-23,1.297851,1.293457,1.280371,1.288769,0.886007,460800
1996-05-24,1.288769,1.292968,1.271484,1.291015,0.887551,819200
1996-05-27,1.291015,1.279296,1.266113,1.266113,0.870431,614400
1996-05-28,1.266113,1.279296,1.25,1.277343,0.878152,921600
1996-05-29,1.277343,1.294433,1.281738,1.294433,0.889901,512000
1996-05-30,1.294433,1.279296,1.260253,1.269921,0.873049,563200
1996-05-31,1.269921,1.269531,1.261718,1.263671,0.868752,409600
1996-06-03,1.263671,1.302734,1.286132,1.30166,0.894869,819200
1996-06-04,1.30166,1.30996,1.298828,1.30996,0.900575,460800
1996-06-05,1.311523,1.316406,1.304687,1.305664,0.897622,460800
1996-06-06,1.318359,1.332031,1.318359,1.332031,0.915749,512000
1996-06-07,1.331542,1.351562,1.32832,1.351171,0.928907,1331200
1996-06-10,1.39248,1.39248,1.371093,1.375097,0.945356,819200
1996-06-11,1.367187,1.380859,1.35957,1.378515,0.947706,1382400
1996-06-12,1.386718,1.404296,1.382812,1.386914,0.953479,1638400
1996-06-13,1.376953,1.386523,1.367187,1.380761,0.94925,460800
1996-06-14,1.384667,1.388671,1.378906,1.386718,0.953345,819200
1996-06-17,1.40625,1.408203,1.386718,1.386718,0.953345,1126400
1996-06-18,1.37207,1.40625,1.367187,1.381738,0.949921,1331200
1996-06-19,1.386718,1.386718,1.386718,1.386718,0.953345,102400
1996-06-20,1.367187,1.386718,1.367187,1.376953,0.946632,307200
1996-06-21,1.378906,1.386718,1.376953,1.376953,0.946632,1177600
1996-06-24,1.367187,1.367187,1.357421,1.362109,0.936427,768000
1996-06-25,1.355664,1.361328,1.35371,1.360351,0.935218,716800
1996-06-26,1.367089,1.388671,1.357421,1.385742,0.952674,14745600
1996-06-27,1.365234,1.386718,1.364257,1.385156,0.952271,819200
1996-06-28,1.384765,1.384765,1.374121,1.380859,0.949317,460800
1996-07-01,1.386718,1.390625,1.378417,1.382812,0.95066,563200
1996-07-02,1.376953,1.386718,1.376953,1.380273,0.948914,972800
1996-07-03,1.36914,1.386523,1.362304,1.372656,0.943678,1689600
1996-07-04,1.365234,1.376953,1.349121,1.367187,0.939918,768000
1996-07-05,1.367187,1.367187,1.363281,1.363281,0.937233,256000
1996-07-08,1.363281,1.367187,1.35498,1.35498,0.931525,307200
1996-07-09,1.365234,1.365234,1.347656,1.357421,0.933203,512000
1996-07-10,1.363281,1.386718,1.363281,1.386718,0.953345,409600
1996-07-11,1.386718,1.396972,1.378906,1.379296,0.948242,614400
1996-07-12,1.386523,1.392578,1.379199,1.38457,0.951868,614400
1996-07-15,1.381835,1.381835,1.373046,1.373046,0.943946,307200
1996-07-16,1.35957,1.35957,1.33789,1.350976,0.928773,614400
1996-07-17,1.350976,1.350976,1.350976,1.350976,0.928773,0
1996-07-18,1.357421,1.35791,1.347656,1.35791,0.93354,563200
1996-07-19,1.367187,1.367187,1.350585,1.363769,0.937568,665600
1996-07-22,1.376953,1.376953,1.367187,1.367187,0.939918,256000
1996-07-23,1.367187,1.367187,1.349609,1.355371,0.931794,716800
1996-07-24,1.33789,1.33789,1.285156,1.33789,0.919777,1177600
1996-07-25,1.335937,1.367187,1.332031,1.357617,0.933339,1331200
1996-07-26,1.363085,1.363281,1.332031,1.339843,0.921119,921600
1996-07-29,1.345703,1.347656,1.331054,1.331054,0.915077,358400
1996-07-30,1.328125,1.328125,1.242187,1.249023,0.858682,1126400
1996-07-31,1.254003,1.289062,1.254003,1.289062,0.886208,870400
1996-08-01,1.308593,1.367187,1.308593,1.367089,0.939851,1331200
1996-08-02,1.375,1.375,1.347656,1.347656,0.92649,256000
1996-08-05,1.347656,1.347656,1.335937,1.337792,0.919709,409600
1996-08-06,1.328125,1.355468,1.328125,1.343554,0.923671,870400
1996-08-07,1.318359,1.328125,1.318359,1.324121,0.910311,204800
1996-08-08,1.337695,1.347656,1.336914,1.345703,0.925148,307200
1996-08-09,1.33789,1.33789,1.328125,1.330468,0.914674,614400
1996-08-12,1.322363,1.328125,1.310546,1.311914,0.901919,614400
1996-08-13,1.302734,1.308593,1.301757,1.301757,0.894936,204800
1996-08-14,1.308593,1.310546,1.308593,1.310546,0.900978,153600
1996-08-15,1.310546,1.310546,1.310546,1.310546,0.900978,0
1996-08-16,1.279492,1.279492,1.234375,1.265625,0.870096,512000
1996-08-19,1.24414,1.263671,1.242187,1.243164,0.854654,614400
1996-08-20,1.242187,1.25,1.242187,1.242187,0.853983,665600
1996-08-21,1.242187,1.259765,1.242089,1.257128,0.864254,1280000
1996-08-22,1.267578,1.269531,1.257812,1.257812,0.864725,512000
1996-08-23,1.276367,1.28496,1.273437,1.284179,0.882851,921600
1996-08-26,1.308593,1.308593,1.27539,1.279492,0.879629,563200
1996-08-27,1.261718,1.289062,1.261718,1.283984,0.882717,1382400
1996-08-28,1.289062,1.304687,1.279296,1.279296,0.879494,819200
1996-08-29,1.289062,1.3125,1.289062,1.29707,0.891714,460800
1996-08-30,1.318359,1.318359,1.308593,1.308593,0.899636,153600
1996-09-02,1.330175,1.330175,1.307617,1.308105,0.8993,716800
1996-09-03,1.304687,1.304785,1.295117,1.295117,0.890371,870400
1996-09-04,1.302734,1.309277,1.302734,1.309277,0.900106,307200
1996-09-05,1.316406,1.316406,1.310546,1.316406,0.905007,358400
1996-09-06,1.3125,1.367187,1.308593,1.347656,0.92649,4864000
1996-09-09,1.332031,1.33789,1.3125,1.3125,0.902321,3993600
1996-09-10,1.300781,1.308593,1.300781,1.306054,0.89789,153600
1996-09-11,1.291015,1.300781,1.291015,1.294921,0.890236,153600
1996-09-12,1.296484,1.296679,1.296484,1.296679,0.891445,153600
1996-09-13,1.282226,1.294921,1.282226,1.289257,0.886342,256000
1996-09-16,1.285156,1.289062,1.285156,1.289062,0.886208,256000
1996-09-17,1.308398,1.308398,1.279296,1.288769,0.886007,409600
1996-09-18,1.296875,1.308593,1.296875,1.296875,0.89158,256000
1996-09-19,1.296875,1.308593,1.296875,1.308593,0.899636,256000
1996-09-20,1.308593,1.3125,1.308593,1.309082,0.899972,1024000
1996-09-23,1.289062,1.328125,1.289062,1.319335,0.90702,3020800
1996-09-24,1.299023,1.310449,1.298828,1.308593,0.899636,307200
1996-09-25,1.308593,1.31621,1.308593,1.312792,0.902522,307200
1996-09-26,1.304687,1.304687,1.299023,1.299023,0.893056,102400
1996-09-27,1.279296,1.296875,1.279296,1.296875,0.89158,563200
1996-09-30,1.285156,1.293945,1.279296,1.288085,0.885537,2560000
1996-10-01,1.279296,1.28125,1.259765,1.259765,0.866067,1075200
1996-10-02,1.259765,1.259765,1.259765,1.259765,0.866067,0
1996-10-03,1.240234,1.269042,1.237304,1.269042,0.872445,1740800
1996-10-04,1.242187,1.259667,1.24121,1.254882,0.86271,2150400
1996-10-07,1.249023,1.249023,1.216796,1.224707,0.841965,1382400
1996-10-08,1.21289,1.242187,1.209472,1.234375,0.848612,1587200
1996-10-09,1.226562,1.269531,1.226562,1.267968,0.871707,1484800
1996-10-10,1.33789,1.355468,1.308593,1.328808,0.913533,2611200
1996-10-11,1.347656,1.347656,1.328613,1.336035,0.918501,3225600
1996-10-14,1.328125,1.328125,1.308593,1.310546,0.900978,460800
1996-10-15,1.313867,1.317382,1.283203,1.292675,0.888692,1843200
1996-10-16,1.304687,1.308593,1.298828,1.305957,0.897823,716800
1996-10-17,1.308593,1.308593,1.298828,1.304589,0.896883,768000
1996-10-18,1.308593,1.308593,1.30371,1.305175,0.897285,256000
1996-10-21,1.305175,1.305175,1.305175,1.305175,0.897285,0
1996-10-22,1.343554,1.357421,1.342773,1.349609,0.927834,1280000
1996-10-23,1.376953,1.386718,1.357421,1.365234,0.938575,819200
1996-10-24,1.40625,1.40625,1.347949,1.348339,0.92696,409600
1996-10-25,1.328125,1.345703,1.328125,1.345605,0.925081,307200
1996-10-28,1.347656,1.347656,1.328222,1.342382,0.924878,665600
1996-10-29,1.281835,1.349609,1.281835,1.345019,0.926695,921600
1996-10-30,1.345019,1.345019,1.345019,1.345019,0.926695,0
1996-10-31,1.332031,1.335937,1.300781,1.327929,0.914921,460800
1996-11-01,1.327929,1.33789,1.327929,1.33789,0.921784,409600
1996-11-04,1.308789,1.328125,1.308789,1.328125,0.915056,153600
1996-11-05,1.311621,1.332031,1.311621,1.328125,0.915056,460800
1996-11-06,1.318164,1.328125,1.318164,1.328125,0.915056,409600
1996-11-07,1.33789,1.347363,1.33789,1.347363,0.928311,460800
1996-11-08,1.365136,1.365136,1.355566,1.355566,0.933962,153600
1996-11-11,1.349609,1.349609,1.338574,1.338574,0.922255,358400
1996-11-12,1.338574,1.338574,1.338574,1.338574,0.922255,0
1996-11-13,1.343847,1.357421,1.343847,1.357421,0.93524,358400
1996-11-14,1.357421,1.371093,1.357421,1.363574,0.93948,409600
1996-11-15,1.367187,1.367187,1.367187,1.367187,0.941969,102400
1996-11-18,1.365234,1.366699,1.357714,1.361035,0.937731,307200
1996-11-19,1.357519,1.378906,1.357519,1.369531,0.943584,1126400
1996-11-20,1.363378,1.371093,1.363378,1.371093,0.94466,153600
1996-11-21,1.36914,1.36914,1.365234,1.365234,0.940623,153600
1996-11-22,1.365234,1.367187,1.365234,1.36621,0.941296,307200
1996-11-25,1.347656,1.355468,1.347656,1.355468,0.933895,102400
1996-11-26,1.351562,1.355468,1.35,1.35,0.930128,256000
1996-11-27,1.343554,1.349609,1.343554,1.348632,0.929185,460800
1996-11-28,1.347656,1.357421,1.347656,1.35498,0.933558,512000
1996-11-29,1.338378,1.357421,1.338378,1.357421,0.93524,153600
1996-12-02,1.347656,1.357421,1.341601,1.356738,0.93477,921600
1996-12-03,1.367187,1.367187,1.339843,1.339843,0.923129,716800
1996-12-04,1.318359,1.328125,1.318359,1.327929,0.914921,1075200
1996-12-05,1.289062,1.324218,1.289062,1.324023,0.91223,1126400
1996-12-06,1.324414,1.347656,1.324218,1.347656,0.928512,716800
1996-12-09,1.347656,1.347656,1.347656,1.347656,0.928512,153600
1996-12-10,1.332031,1.345117,1.332031,1.342675,0.925081,256000
1996-12-11,1.367187,1.376953,1.365234,1.375976,0.948024,307200
1996-12-12,1.371093,1.376953,1.371093,1.376953,0.948698,768000
1996-12-13,1.367187,1.376953,1.367187,1.376953,0.948698,409600
1996-12-16,1.376953,1.386523,1.376953,1.383984,0.953542,409600
1996-12-17,1.390625,1.402343,1.386816,1.399804,0.964441,768000
1996-12-18,1.453125,1.453125,1.425781,1.435546,0.989067,512000
1996-12-19,1.455078,1.464843,1.437695,1.464843,1.009252,665600
1996-12-20,1.472656,1.490234,1.464843,1.490234,1.026746,1177600
1996-12-23,1.49414,1.5,1.486328,1.49414,1.029437,1843200
1996-12-24,1.476562,1.503906,1.476562,1.484375,1.02271,1382400
1996-12-25,1.484375,1.484375,1.484375,1.484375,1.02271,0
1996-12-26,1.511718,1.513671,1.511718,1.513671,1.042894,153600
1996-12-27,1.513671,1.513671,1.513671,1.513671,1.042894,0
1996-12-30,1.513671,1.513671,1.513671,1.513671,1.042894,0
1996-12-31,1.523437,1.523437,1.503906,1.503906,1.036166,972800
1997-01-01,1.542968,1.582031,1.542968,1.543164,1.063214,665600
1997-01-02,1.562304,1.570312,1.544921,1.557421,1.073037,921600
1997-01-03,1.545019,1.560546,1.545019,1.554687,1.071153,768000
1997-01-06,1.580078,1.580078,1.5625,1.5625,1.076536,921600
1997-01-07,1.543066,1.568359,1.543066,1.56582,1.078824,819200
1997-01-08,1.582031,1.582031,1.562597,1.565625,1.07869,870400
1997-01-09,1.5625,1.581054,1.5625,1.580957,1.089253,972800
1997-01-10,1.600585,1.621093,1.591796,1.603613,1.104862,2150400
1997-01-13,1.620898,1.626757,1.615429,1.626757,1.120808,614400
1997-01-14,1.630859,1.630859,1.615332,1.628613,1.122087,921600
1997-01-15,1.676757,1.699218,1.675781,1.699023,1.170598,2918400
1997-01-16,1.728515,1.728515,1.584375,1.584375,1.091608,716800
1997-01-17,1.591796,1.621093,1.591796,1.621093,1.116906,2713600
1997-01-20,1.632714,1.644531,1.613281,1.613281,1.111524,614400
1997-01-21,1.582128,1.609375,1.572265,1.577539,1.086898,2867200
1997-01-22,1.603515,1.633789,1.59375,1.633789,1.125653,409600
1997-01-23,1.633789,1.633789,1.633789,1.633789,1.125653,0
1997-01-24,1.613476,1.613476,1.595703,1.598144,1.101094,2252800
1997-01-27,1.671679,1.699218,1.660156,1.660156,1.143819,921600
1997-01-28,1.636718,1.636718,1.615332,1.624609,1.119328,921600
1997-01-29,1.634765,1.634765,1.634765,1.634765,1.126325,358400
1997-01-30,1.617187,1.627929,1.613769,1.61748,1.114417,512000
1997-01-31,1.615234,1.630859,1.615234,1.628906,1.122289,768000
1997-02-03,1.615234,1.640625,1.615234,1.631054,1.123769,614400
1997-02-04,1.630859,1.683593,1.630859,1.63623,1.127335,2508800
1997-02-05,1.697265,1.69873,1.669921,1.669921,1.150547,665600
1997-02-06,1.65039,1.675781,1.65039,1.669921,1.150547,307200
1997-02-07,1.683593,1.689453,1.683593,1.683593,1.159968,204800
1997-02-10,1.699218,1.699218,1.689453,1.691406,1.16535,256000
1997-02-11,1.699218,1.738281,1.697265,1.738183,1.197579,1075200
1997-02-12,1.767578,1.767578,1.730957,1.757812,1.211103,256000
1997-02-13,1.756054,1.763671,1.751953,1.762402,1.214265,2201600
1997-02-14,1.853417,1.853417,1.748046,1.74873,1.204846,1075200
1997-02-17,1.787109,1.787109,1.748046,1.759667,1.212381,870400
1997-02-18,1.755859,1.76748,1.748046,1.754785,1.209018,1382400
1997-02-19,1.682617,1.777343,1.682617,1.777343,1.22456,972800
1997-02-20,1.773437,1.78125,1.767578,1.777441,1.224627,614400
1997-02-21,1.767675,1.798828,1.767675,1.798828,1.239362,3993600
1997-02-24,1.771484,1.777343,1.767773,1.768652,1.218572,307200
1997-02-25,1.777343,1.80664,1.769726,1.789355,1.232836,1382400
1997-02-26,1.796875,1.84375,1.796875,1.840527,1.268092,2457600
1997-02-27,1.83623,1.874023,1.835937,1.874023,1.29117,2048000
1997-02-28,1.972656,2.009765,1.972656,2.003906,1.380658,1024000
1997-03-03,2.263671,2.294335,2.1875,2.294238,1.580692,1894400
1997-03-04,2.294726,2.294921,2.177734,2.219824,1.529422,3276800
1997-03-05,2.34375,2.34375,2.207128,2.237304,1.541465,4249600
1997-03-06,2.296386,2.304687,2.083984,2.132031,1.468934,3993600
1997-03-07,2.132031,2.132031,2.132031,2.132031,1.468934,0
1997-03-10,1.992187,2.072265,1.992187,1.992285,1.372651,3430400
1997-03-11,2.050781,2.050781,1.916015,1.960644,1.350851,3174400
1997-03-12,2.03125,2.050781,1.985351,2.024218,1.394652,3379200
1997-03-13,2.029296,2.070312,2.027343,2.041015,1.406225,5222400
1997-03-14,2.041015,2.069335,2.035156,2.036132,1.402861,3430400
1997-03-17,1.939453,2.058593,1.939453,2.03125,1.399497,1638400
1997-03-18,2.035253,2.041015,1.972656,1.998828,1.377159,10496000
1997-03-19,2.027343,2.03125,1.998046,2.001562,1.379043,972800
1997-03-20,1.88496,2.009765,1.88496,2.001953,1.379312,2560000
1997-03-21,1.998046,2.001953,1.972753,1.998046,1.37662,8550400
1997-03-24,1.998046,1.998046,1.998046,1.998046,1.37662,0
1997-03-25,2.001953,2.080078,1.989355,2.051855,1.413694,2304000
1997-03-26,2.021679,2.072265,2.021679,2.072265,1.427757,1126400
1997-03-27,2.115136,2.148437,2.091796,2.147558,1.479631,2816000
1997-03-28,2.147558,2.147558,2.147558,2.147558,1.479631,0
1997-03-31,1.997265,1.997265,1.997265,1.997265,1.376082,51200
1997-04-01,1.855566,2.021386,1.855468,1.971875,1.358589,2969600
1997-04-02,2.050781,2.103515,2.050781,2.098437,1.445788,2150400
1997-04-03,2.109375,2.232421,2.109375,2.2083,1.521482,2355200
1997-04-04,2.36289,2.36289,2.261718,2.36289,1.627991,8448000
1997-04-07,2.364257,2.364257,2.364257,2.364257,1.628933,870400
1997-04-08,2.364257,2.364257,2.364257,2.364257,1.628933,0
1997-04-09,2.529687,2.529687,2.463867,2.479589,1.708395,12697600
1997-04-10,2.472656,2.480468,2.306152,2.335253,1.60895,15155200
1997-04-11,2.242382,2.333984,2.234375,2.324023,1.601213,9523200
1997-04-14,2.324023,2.324023,2.324023,2.324023,1.601213,0
1997-04-15,2.353515,2.392578,2.34375,2.37998,1.639766,5632000
1997-04-16,2.37998,2.37998,2.37998,2.37998,1.639766,0
1997-04-17,2.39375,2.421875,2.383789,2.41914,1.666747,2969600
1997-04-18,2.41914,2.41914,2.41914,2.41914,1.666747,0
1997-04-21,2.451171,2.49707,2.451171,2.491992,1.716941,3225600
1997-04-22,2.5,2.548828,2.5,2.53916,1.749439,8345600
1997-04-23,2.527343,2.529296,2.511718,2.529003,1.74244,2560000
1997-04-24,2.544531,2.544531,2.521679,2.535156,1.74668,1996800
1997-04-25,2.521679,2.58789,2.521679,2.583203,1.779784,3174400
1997-04-28,2.59375,2.764062,2.568359,2.763671,1.904123,11161600
1997-04-29,2.792968,2.910156,2.626953,2.750097,1.894771,8960000
1997-04-30,2.8125,2.925781,2.8125,2.835156,1.953375,16896000
1997-05-01,2.835156,2.835156,2.835156,2.835156,1.953375,0
1997-05-02,2.820312,2.831054,2.773437,2.803515,1.931575,7475200
1997-05-05,2.77539,2.798828,2.736328,2.746484,1.892282,10086400
1997-05-06,2.746093,2.773437,2.726562,2.767675,1.906882,7270400
1997-05-07,2.763671,2.811523,2.749023,2.790527,1.922626,7936000
1997-05-08,2.832031,2.884765,2.8125,2.860742,1.971003,18227200
1997-05-09,2.861328,2.888671,2.849609,2.863281,1.972752,7424000
1997-05-12,2.857421,2.861328,2.8125,2.823242,1.945167,5734400
1997-05-13,2.822265,2.842968,2.822265,2.837988,1.955326,2713600
1997-05-14,2.832031,2.835937,2.792968,2.832714,1.951692,3942400
1997-05-15,2.833007,2.833007,2.802929,2.81123,1.93689,1843200
1997-05-16,2.8125,2.816406,2.796875,2.808691,1.93514,2764800
1997-05-19,2.820312,2.85498,2.810546,2.828222,1.948597,3328000
1997-05-20,2.816406,2.832031,2.816406,2.828125,1.94853,2150400
1997-05-21,2.832031,2.832031,2.810546,2.815625,1.939918,2611200
1997-05-22,2.8125,2.8125,2.691406,2.727539,1.879229,16947200
1997-05-23,2.722656,2.831738,2.695312,2.782226,1.922414,20326400
1997-05-26,2.77539,2.822265,2.77539,2.805468,1.938473,9011200
1997-05-27,2.829882,2.910156,2.81455,2.865625,1.980039,20377600
1997-05-28,2.804687,2.825976,2.773632,2.812695,1.943467,4915200
1997-05-29,2.812402,2.825195,2.80664,2.819921,1.94846,819200
1997-05-30,2.832031,2.90039,2.832031,2.891601,1.997987,3174400
1997-06-02,2.867187,2.929687,2.867187,2.924707,2.020863,2150400
1997-06-03,2.929589,3.050781,2.929589,3.009179,2.07923,4556800
1997-06-04,2.992187,3.021484,2.988281,3.011718,2.080985,2406400
1997-06-05,3.027343,3.046875,2.999023,3.004296,2.075856,1587200
1997-06-06,2.984375,3.046875,2.934667,3.033789,2.096234,5939200
1997-06-09,3.042968,3.245996,3.037109,3.215917,2.222079,14694400
1997-06-10,3.204101,3.441113,3.204101,3.441113,2.377679,18534400
1997-06-11,3.537011,3.613281,3.378906,3.412304,2.357774,19148800
1997-06-12,3.413964,3.505859,3.378906,3.408789,2.355345,7526400
1997-06-13,3.341796,3.388671,3.339843,3.36416,2.324508,4147200
1997-06-16,3.242187,3.339843,3.134765,3.165136,2.18699,16025600
1997-06-17,3.300781,3.386718,3.300781,3.386718,2.340095,4659200
1997-06-18,3.613281,3.623828,3.613281,3.623828,2.503929,1894400
1997-06-19,3.808593,3.808593,3.535156,3.70332,2.558855,9267200
1997-06-20,3.740234,3.740234,3.633789,3.661328,2.529841,3788800
1997-06-23,3.623046,3.632812,3.554687,3.607519,2.49266,3225600
1997-06-24,3.537109,3.591796,3.417968,3.467968,2.396236,4352000
1997-06-25,3.515625,3.671875,3.515625,3.55371,2.45548,3328000
1997-06-26,3.566406,3.640625,3.554687,3.618164,2.500015,2048000
1997-06-27,3.586914,3.58789,3.536328,3.548828,2.452107,3328000
1997-06-30,3.544921,3.632812,3.544921,3.625878,2.505346,4352000
1997-07-01,3.662109,3.857421,3.662109,3.778417,2.610744,15104000
1997-07-02,3.798828,3.80664,3.705078,3.752148,2.592594,4812800
1997-07-03,3.746093,3.886718,3.701171,3.848242,2.658992,6246400
