Date,Open,High,Low,Close,Adj Close,Volume,Comp_Social,Neg_Social,Neu_Social,Pos_Social,Comp_News,Pos_News,Neu_News,Neg_News
18-10-2021,820.900024,829.900024,807,810.549988,810.549988,8883845,0.296,0.046,0.869,0.085,0.9702,0.118,0.859,0.022
14-10-2021,766.099976,817.700012,764.25,812.799988,812.799988,19754735,0.9907,0,0.844,0.156,0.9756,0.117,0.863,0.02
13-10-2021,740.599976,764.599976,739.099976,759,759,9083125,0.5994,0,0.921,0.079,0.9786,0.116,0.865,0.019
12-10-2021,737.650024,740.950012,728.849976,736.900024,736.900024,2152513,0,0,1,0,0.9786,0.11,0.872,0.018
08-10-2021,739.700012,747,733.5,739.900024,739.900024,2878232,-0.9117,0.164,0.813,0.024,0.9786,0.104,0.879,0.017
05-10-2021,744.150024,753.799988,742,743.950012,743.950012,3270764,0.9477,0.039,0.799,0.162,0.9808,0.106,0.878,0.016
04-10-2021,738.849976,747.5,736.049988,744.200012,744.200012,3414151,0.3182,0,0.887,0.113,0.9808,0.103,0.881,0.016
01-10-2021,735.849976,738.25,722,734.950012,734.950012,4008108,0.9658,0.029,0.757,0.214,0.9808,0.103,0.881,0.016
28-09-2021,754,756.900024,733,738.700012,738.700012,3748173,0.7003,0,0.864,0.136,0.9808,0.103,0.881,0.016
23-09-2021,754.400024,760,750.549988,754.5,754.5,3526253,0.8689,0,0.945,0.055,0.9855,0.11,0.875,0.015
22-09-2021,750,759.599976,742,745.299988,745.299988,4343365,0.1027,0,0.935,0.065,0.9855,0.107,0.878,0.015
21-09-2021,754,758.799988,734.049988,749.599976,749.599976,7766479,0.9517,0,0.899,0.101,0.9874,0.11,0.875,0.014
20-09-2021,759.799988,776,746.099976,748.900024,748.900024,5570433,0.3818,0.048,0.838,0.114,0.9914,0.121,0.866,0.013
07-09-2021,753.900024,755.150024,741.650024,745.5,745.5,3515903,0,0,1,0,0.9914,0.119,0.868,0.013
03-09-2021,755.950012,762,745.299988,754.900024,754.900024,4491254,-0.3935,0.116,0.83,0.054,0.9923,0.121,0.866,0.013
02-09-2021,745,760.650024,744,753.849976,753.849976,5788915,0.9436,0.028,0.834,0.138,0.9923,0.121,0.866,0.013
31-08-2021,732.299988,754,728.099976,748.299988,748.299988,15419587,0.9081,0,0.833,0.167,0.9923,0.121,0.866,0.013
26-08-2021,725,733,717.700012,721.700012,721.700012,14969643,0.9618,0,0.831,0.169,0.9923,0.121,0.866,0.013
