,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
0,0,01-01-1996,0.794921,0.796679,0.7910149999999999,0.796679,0.544656,204800
1,1,02-01-1996,0.794921,0.798828,0.793457,0.793457,0.542453,204800
2,2,03-01-1996,0.798828,0.798828,0.798828,0.798828,0.546125,102400
3,3,04-01-1996,0.7910149999999999,0.794921,0.7910149999999999,0.793554,0.542519,307200
4,4,05-01-1996,0.784179,0.784179,0.784179,0.784179,0.5361100000000001,51200
5,5,08-01-1996,0.784179,0.7910149999999999,0.7851560000000001,0.789062,0.5394479999999999,358400
6,6,09-01-1996,0.789062,0.78125,0.7714840000000001,0.780273,0.5334399999999999,870400
7,7,10-01-1996,0.780273,0.7753899999999999,0.7714840000000001,0.773437,0.528766,358400
8,8,11-01-1996,0.779296,0.7910149999999999,0.773437,0.7910149999999999,0.540783,819200
9,9,12-01-1996,0.7871090000000001,0.7871090000000001,0.78125,0.786621,0.537779,358400
10,10,15-01-1996,0.776367,0.7851560000000001,0.776367,0.777832,0.531771,307200
11,11,16-01-1996,0.777832,0.78125,0.7128899999999999,0.78125,0.534108,358400
12,12,17-01-1996,0.78125,0.783203,0.7714840000000001,0.773828,0.529033,768000
13,13,18-01-1996,0.773828,0.776367,0.7695310000000001,0.776367,0.5307689999999999,204800
14,14,19-01-1996,0.7714840000000001,0.7714840000000001,0.768066,0.768554,0.525428,512000
15,15,22-01-1996,0.7714840000000001,0.776367,0.7714840000000001,0.776367,0.5307689999999999,204800
16,16,23-01-1996,0.767578,0.78125,0.767578,0.773925,0.5291,665600
17,17,24-01-1996,0.773925,0.7705069999999999,0.752929,0.7705069999999999,0.526763,409600
18,18,25-01-1996,0.770996,0.770996,0.767578,0.767578,0.5247609999999999,102400
19,19,26-01-1996,0.767578,0.767578,0.767578,0.767578,0.5247609999999999,0
20,20,29-01-1996,0.765625,0.765625,0.763183,0.763183,0.521756,102400
21,21,30-01-1996,0.763183,0.7753899999999999,0.7714840000000001,0.77246,0.528098,1433600
22,22,31-01-1996,0.77246,0.78125,0.767578,0.78125,0.534108,460800
23,23,01-02-1996,0.78125,0.810546,0.78125,0.810546,0.554136,819200
24,24,02-02-1996,0.810546,0.839843,0.810546,0.8397459999999999,0.574099,2355200
25,25,05-02-1996,0.8397459999999999,0.8417959999999999,0.8204100000000001,0.839843,0.5741649999999999,819200
26,26,06-02-1996,0.839843,0.8837889999999999,0.839843,0.859375,0.587518,1382400
27,27,07-02-1996,0.859375,0.84375,0.8339840000000001,0.8365229999999999,0.5718949999999999,972800
28,28,08-02-1996,0.8496090000000001,0.8886709999999999,0.8496090000000001,0.8886709999999999,0.6075470000000001,768000
29,29,09-02-1996,0.8886709999999999,0.927734,0.8300780000000001,0.922558,0.630714,1382400
30,30,12-02-1996,0.922558,0.935546,0.908203,0.912109,0.62357,819200
31,31,13-02-1996,0.9375,0.957031,0.9375,0.957031,0.6542819999999999,2048000
32,32,14-02-1996,0.957031,1.000976,0.951171,0.993164,0.678984,972800
33,33,15-02-1996,0.993164,1.005859,0.957031,1.0025389999999998,0.685394,2201600
34,34,16-02-1996,1.0025389999999998,1.015625,0.965332,1.005371,0.687329,2764800
35,35,19-02-1996,1.005371,0.986328,0.982421,0.98457,0.6731090000000001,1024000
36,36,20-02-1996,0.98457,0.981445,0.96875,0.968945,0.6624260000000001,614400
37,37,21-02-1996,0.968945,0.968945,0.968945,0.968945,0.6624260000000001,0
38,38,22-02-1996,0.968945,0.972656,0.96123,0.961425,0.6572859999999999,307200
39,39,23-02-1996,0.961425,0.970703,0.960937,0.970703,0.663628,153600
40,40,26-02-1996,0.970703,0.976562,0.966308,0.976562,0.6676340000000001,204800
41,41,27-02-1996,0.976562,0.952148,0.927734,0.927734,0.634252,153600
42,42,28-02-1996,0.927734,0.929687,0.929687,0.929687,0.635588,51200
43,43,29-02-1996,0.929687,0.917968,0.914062,0.916015,0.6262409999999999,460800
44,44,01-03-1996,0.916015,0.927734,0.898437,0.922851,0.6309140000000001,512000
45,45,04-03-1996,0.927734,0.9375,0.927734,0.9375,0.640929,153600
46,46,05-03-1996,0.9375,0.9375,0.9375,0.9375,0.640929,0
47,47,06-03-1996,0.952929,0.952929,0.911132,0.911132,0.6229020000000001,204800
48,48,07-03-1996,0.911132,0.9375,0.917871,0.9375,0.640929,307200
49,49,08-03-1996,0.9375,0.945214,0.929687,0.945214,0.646203,256000
50,50,11-03-1996,0.945214,0.9375,0.931738,0.935546,0.6395930000000001,153600
51,51,12-03-1996,0.935546,0.9375,0.917968,0.9375,0.640929,409600
52,52,13-03-1996,0.9375,0.928125,0.915039,0.915039,0.6255729999999999,870400
53,53,14-03-1996,0.915039,0.9375,0.937011,0.9375,0.640929,307200
54,54,15-03-1996,0.9375,0.933691,0.933593,0.933593,0.638258,153600
55,55,18-03-1996,0.933593,0.9375,0.933593,0.93496,0.639192,1228800
56,56,19-03-1996,0.93496,0.9375,0.927734,0.9375,0.640929,256000
57,57,20-03-1996,0.9375,0.9375,0.9375,0.9375,0.640929,0
58,58,21-03-1996,0.9375,0.944726,0.93457,0.93457,0.638926,256000
59,59,22-03-1996,0.93457,0.951171,0.941503,0.946679,0.647204,768000
60,60,25-03-1996,0.946679,0.937304,0.920898,0.935546,0.6395930000000001,409600
61,61,26-03-1996,0.935546,0.933593,0.923046,0.923046,0.631047,204800
62,62,27-03-1996,0.923046,0.9375,0.929687,0.929687,0.635588,716800
63,63,28-03-1996,0.929687,0.949316,0.947265,0.949316,0.649007,307200
64,64,29-03-1996,0.949316,0.984277,0.957031,0.982324,0.671573,716800
65,65,01-04-1996,0.982324,0.982324,0.982324,0.982324,0.671573,0
66,66,02-04-1996,0.982324,0.986328,0.974609,0.986328,0.674311,614400
67,67,03-04-1996,0.986328,0.990234,0.978515,0.978515,0.6689689999999999,512000
68,68,04-04-1996,0.978515,0.976562,0.976562,0.976562,0.6676340000000001,51200
69,69,05-04-1996,0.976562,0.976562,0.976562,0.976562,0.6676340000000001,0
70,70,08-04-1996,0.976562,0.982226,0.976562,0.982226,0.671506,256000
71,71,09-04-1996,0.982226,1.035156,0.988281,1.032226,0.705689,2099200
72,72,10-04-1996,1.032226,1.136718,1.084082,1.088867,0.744412,4505600
73,73,11-04-1996,1.088867,1.0859370000000002,1.064453,1.076171,0.7357319999999999,1536000
74,74,12-04-1996,1.076171,1.09375,1.07041,1.092578,0.746949,1587200
75,75,15-04-1996,1.092578,1.171875,1.09375,1.160156,0.79315,3174400
76,76,16-04-1996,1.160156,1.220703,1.152343,1.20664,0.8249280000000001,2918400
77,77,17-04-1996,1.20664,1.279296,1.2109370000000002,1.2658200000000002,0.8653870000000001,4249600
78,78,18-04-1996,1.2658200000000002,1.318164,1.231445,1.251757,0.855773,3532800
79,79,19-04-1996,1.251757,1.271484,1.235351,1.2421870000000002,0.849231,1587200
80,80,22-04-1996,1.2421870000000002,1.240234,1.2109370000000002,1.21289,0.8292010000000001,1689600
81,81,23-04-1996,1.21289,1.220703,1.201171,1.217968,0.832673,3276800
82,82,24-04-1996,1.217968,1.269531,1.232421,1.242285,0.849298,1280000
83,83,25-04-1996,1.242285,1.256835,1.240332,1.240429,0.848029,1484800
84,84,26-04-1996,1.240429,1.2578120000000002,1.223242,1.237402,0.845959,1382400
85,85,29-04-1996,1.237402,1.234375,1.224414,1.228515,0.839884,460800
86,86,30-04-1996,1.228515,1.239746,1.223632,1.231445,0.8465969999999999,1075200
87,87,01-05-1996,1.231445,1.236328,1.228515,1.231445,0.8465969999999999,358400
88,88,02-05-1996,1.231445,1.2890620000000002,1.238281,1.253906,0.8620389999999999,1280000
89,89,03-05-1996,1.253906,1.265625,1.240234,1.254394,0.862375,1638400
90,90,06-05-1996,1.254394,1.267089,1.245117,1.2625,0.8679469999999999,2150400
91,91,07-05-1996,1.2625,1.269531,1.2504879999999998,1.269531,0.8727809999999999,1536000
92,92,08-05-1996,1.269531,1.296875,1.259765,1.286523,0.8844629999999999,1638400
93,93,09-05-1996,1.286523,1.375976,1.263769,1.3209959999999998,0.908162,4864000
94,94,10-05-1996,1.3209959999999998,1.354492,1.279296,1.343261,0.923469,3328000
95,95,13-05-1996,1.343261,1.36455,1.330273,1.34248,0.922932,1587200
96,96,14-05-1996,1.34248,1.34746,1.316406,1.335839,0.918367,1536000
97,97,15-05-1996,1.335839,1.345117,1.3046870000000002,1.318164,0.906215,1894400
98,98,16-05-1996,1.318164,1.353515,1.330078,1.33164,0.915479,972800
99,99,17-05-1996,1.33164,1.348437,1.294921,1.31123,0.901449,1177600
100,100,20-05-1996,1.31123,1.308593,1.291992,1.293261,0.8890950000000001,870400
101,101,21-05-1996,1.293261,1.3125,1.286132,1.301269,0.8946,2355200
102,102,22-05-1996,1.301269,1.308593,1.297851,1.297851,0.89225,1024000
103,103,23-05-1996,1.297851,1.293457,1.280371,1.288769,0.886007,460800
104,104,24-05-1996,1.288769,1.292968,1.271484,1.291015,0.887551,819200
105,105,27-05-1996,1.291015,1.279296,1.2661129999999998,1.2661129999999998,0.870431,614400
106,106,28-05-1996,1.2661129999999998,1.279296,1.25,1.277343,0.878152,921600
107,107,29-05-1996,1.277343,1.294433,1.2817379999999998,1.294433,0.889901,512000
108,108,30-05-1996,1.294433,1.279296,1.260253,1.269921,0.873049,563200
109,109,31-05-1996,1.269921,1.269531,1.261718,1.263671,0.8687520000000001,409600
110,110,03-06-1996,1.263671,1.302734,1.286132,1.30166,0.894869,819200
111,111,04-06-1996,1.30166,1.30996,1.298828,1.30996,0.900575,460800
112,112,05-06-1996,1.311523,1.316406,1.3046870000000002,1.305664,0.8976219999999999,460800
113,113,06-06-1996,1.318359,1.332031,1.318359,1.332031,0.915749,512000
114,114,07-06-1996,1.331542,1.3515620000000002,1.3283200000000002,1.351171,0.928907,1331200
115,115,10-06-1996,1.39248,1.39248,1.371093,1.375097,0.945356,819200
116,116,11-06-1996,1.3671870000000002,1.380859,1.3595700000000002,1.378515,0.947706,1382400
117,117,12-06-1996,1.386718,1.404296,1.3828120000000002,1.386914,0.953479,1638400
118,118,13-06-1996,1.376953,1.386523,1.3671870000000002,1.380761,0.94925,460800
119,119,14-06-1996,1.384667,1.388671,1.378906,1.386718,0.953345,819200
120,120,17-06-1996,1.40625,1.408203,1.386718,1.386718,0.953345,1126400
121,121,18-06-1996,1.37207,1.40625,1.3671870000000002,1.381738,0.949921,1331200
122,122,19-06-1996,1.386718,1.386718,1.386718,1.386718,0.953345,102400
123,123,20-06-1996,1.3671870000000002,1.386718,1.3671870000000002,1.376953,0.946632,307200
124,124,21-06-1996,1.378906,1.386718,1.376953,1.376953,0.946632,1177600
125,125,24-06-1996,1.3671870000000002,1.3671870000000002,1.357421,1.362109,0.936427,768000
126,126,25-06-1996,1.355664,1.361328,1.35371,1.360351,0.935218,716800
127,127,26-06-1996,1.367089,1.388671,1.357421,1.385742,0.952674,14745600
128,128,27-06-1996,1.365234,1.386718,1.364257,1.385156,0.952271,819200
129,129,28-06-1996,1.384765,1.384765,1.374121,1.380859,0.949317,460800
130,130,01-07-1996,1.386718,1.390625,1.378417,1.3828120000000002,0.95066,563200
131,131,02-07-1996,1.376953,1.386718,1.376953,1.380273,0.948914,972800
132,132,03-07-1996,1.36914,1.386523,1.3623040000000002,1.372656,0.943678,1689600
133,133,04-07-1996,1.365234,1.376953,1.349121,1.3671870000000002,0.939918,768000
134,134,05-07-1996,1.3671870000000002,1.3671870000000002,1.363281,1.363281,0.937233,256000
135,135,08-07-1996,1.363281,1.3671870000000002,1.35498,1.35498,0.931525,307200
136,136,09-07-1996,1.365234,1.365234,1.347656,1.357421,0.933203,512000
137,137,10-07-1996,1.363281,1.386718,1.363281,1.386718,0.953345,409600
138,138,11-07-1996,1.386718,1.396972,1.378906,1.379296,0.948242,614400
139,139,12-07-1996,1.386523,1.392578,1.379199,1.38457,0.951868,614400
140,140,15-07-1996,1.381835,1.381835,1.373046,1.373046,0.943946,307200
141,141,16-07-1996,1.3595700000000002,1.3595700000000002,1.33789,1.350976,0.928773,614400
142,142,17-07-1996,1.350976,1.350976,1.350976,1.350976,0.928773,0
143,143,18-07-1996,1.357421,1.35791,1.347656,1.35791,0.93354,563200
144,144,19-07-1996,1.3671870000000002,1.3671870000000002,1.350585,1.363769,0.937568,665600
145,145,22-07-1996,1.376953,1.376953,1.3671870000000002,1.3671870000000002,0.939918,256000
146,146,23-07-1996,1.3671870000000002,1.3671870000000002,1.349609,1.355371,0.931794,716800
147,147,24-07-1996,1.33789,1.33789,1.285156,1.33789,0.919777,1177600
148,148,25-07-1996,1.3359370000000002,1.3671870000000002,1.332031,1.357617,0.933339,1331200
149,149,26-07-1996,1.363085,1.363281,1.332031,1.339843,0.921119,921600
150,150,29-07-1996,1.345703,1.347656,1.3310540000000002,1.3310540000000002,0.915077,358400
151,151,30-07-1996,1.328125,1.328125,1.2421870000000002,1.249023,0.858682,1126400
