Date,Open,High,Low,Close,Adj Close,Volume,Comp_News,Neg_News,Neu_News,Pos_News,Comp_Social,Neg_Social,Neu_Social,Pos_Social
05-01-2022,1900,1902.900024,1840,1844.650024,1844.650024,6995719,0.9934,0,0.884,0.116,-0.2263,0.025,0.949,0.026
04-01-2022,1898.449951,1906.650024,1878,1899.150024,1899.150024,3921999,0.9934,0,0.884,0.116,0.5574,0.024,0.898,0.078
03-01-2022,1887.75,1914.050049,1887.75,1898.449951,1898.449951,3329616,0.9934,0,0.884,0.116,0.6369,0,0.88,0.12
31-12-2021,1890,1898.349976,1871.650024,1887.75,1887.75,4619420,0.9934,0,0.884,0.116,0,0,1,0
30-12-2021,1884.5,1909.800049,1874.349976,1892.849976,1892.849976,4584738,0.9934,0,0.887,0.113,0.8897,0.035,0.858,0.107
29-12-2021,1883.5,1893.800049,1876.400024,1885.550049,1885.550049,3236635,0.9932,0.003,0.887,0.11,0.8981,0.032,0.825,0.143
28-12-2021,1880.699951,1895.900024,1878.400024,1888,1888,3340933,0.9932,0.003,0.887,0.11,0.7579,0,0.892,0.108
27-12-2021,1860,1874.5,1845.050049,1866.150024,1866.150024,2647733,0.9932,0.003,0.887,0.11,0,0,1,0
24-12-2021,1872.949951,1875.75,1854,1863.5,1863.5,3780347,0.9932,0.003,0.89,0.107,0.9423,0.012,0.843,0.145
23-12-2021,1831.25,1861.599976,1827,1857.599976,1857.599976,4112933,0.9932,0.003,0.89,0.107,0.6369,0.04,0.902,0.059
22-12-2021,1825,1829.150024,1812.349976,1824.699951,1824.699951,4156428,0.9932,0.003,0.89,0.107,0.5719,0,0.865,0.135
21-12-2021,1801,1838,1801,1811.599976,1811.599976,5353584,0.9932,0.003,0.893,0.104,0.6486,0.044,0.763,0.194
20-12-2021,1801.699951,1829.650024,1787.300049,1798.900024,1798.900024,5773891,0.993,0.005,0.895,0.1,0.5106,0,0.934,0.066
17-12-2021,1820,1842,1806.75,1820.849976,1820.849976,18887243,0.993,0.005,0.897,0.098,0.9643,0.037,0.801,0.162
16-12-2021,1762.650024,1777.599976,1758,1771.599976,1771.599976,4481031,0.9943,0.005,0.891,0.104,0.1205,0.054,0.875,0.072
15-12-2021,1745,1747.949951,1721.199951,1734.199951,1734.199951,3053149,0.995,0.005,0.888,0.107,0.9313,0,0.828,0.172
14-12-2021,1730.900024,1763,1710.349976,1752.150024,1752.150024,4768144,0.9947,0.008,0.887,0.105,0.4767,0.022,0.929,0.049
13-12-2021,1767.050049,1771.349976,1738.800049,1744.650024,1744.650024,4040584,0.9947,0.008,0.887,0.105,0,0,1,0
10-12-2021,1760,1763.75,1746,1759.25,1759.25,1823469,0.9947,0.008,0.889,0.103,0.7579,0,0.839,0.161
09-12-2021,1759,1769.400024,1742,1763.449951,1763.449951,2082171,0.9947,0.008,0.892,0.101,0.902,0,0.805,0.195
08-12-2021,1733,1759.800049,1732.599976,1753.349976,1753.349976,3029169,0.9947,0.008,0.892,0.101,-0.0516,0.029,0.943,0.028
03-12-2021,1771.099976,1786.650024,1732.550049,1735.550049,1735.550049,6754012,0.9949,0.008,0.891,0.102,0.4404,0,0.861,0.139
02-12-2021,1715,1750.5,1711.349976,1748.25,1748.25,5559574,0.9949,0.008,0.892,0.1,0.9754,0.013,0.799,0.188
01-12-2021,1715,1741.900024,1713,1714.900024,1714.900024,5193264,0.9949,0.007,0.895,0.097,0.9499,0.014,0.887,0.099
30-11-2021,1704.550049,1729.900024,1700.050049,1712.650024,1712.650024,14808963,0.9949,0.007,0.895,0.097,0,0,1,0
29-11-2021,1691,1712,1669.150024,1696.349976,1696.349976,3942776,0.9949,0.007,0.895,0.097,0,0,1,0
26-11-2021,1702.550049,1718.349976,1684,1691.650024,1691.650024,4494181,0.9949,0.007,0.895,0.097,0.5574,0,0.884,0.116
25-11-2021,1700,1726.199951,1696.949951,1722.400024,1722.400024,4476260,0.9949,0.007,0.895,0.097,0.8481,0,0.845,0.155
24-11-2021,1740,1740.5,1688,1696,1696,7333061,0.9949,0.007,0.895,0.097,0.9201,0,0.827,0.173
23-11-2021,1735.099976,1747.25,1710,1736.900024,1736.900024,8436160,0.9949,0.007,0.895,0.097,0.4466,0.076,0.848,0.076
22-11-2021,1784,1785.400024,1751.150024,1759.400024,1759.400024,6621839,0.9949,0.007,0.897,0.096,0.128,0.05,0.888,0.063
17-11-2021,1792.550049,1802,1780.699951,1787.449951,1787.449951,4732492,0.9949,0.007,0.897,0.096,0.6705,0,0.947,0.053
16-11-2021,1790,1808.949951,1777,1792.300049,1792.300049,6034233,0.9949,0.007,0.897,0.096,0.5423,0,0.923,0.077
15-11-2021,1782.099976,1800,1775.5,1787.150024,1787.150024,4354074,0.9949,0.007,0.898,0.095,-0.2023,0.057,0.885,0.059
12-11-2021,1743,1782.849976,1738.050049,1780.199951,1780.199951,5069009,0.9949,0.007,0.898,0.095,0.8144,0.08,0.769,0.15
11-11-2021,1732.949951,1739.75,1709,1733.300049,1733.300049,4731349,0.9949,0.007,0.898,0.095,0.5423,0,0.809,0.191
10-11-2021,1726,1750.949951,1721.949951,1740.150024,1740.150024,4780368,0.9949,0.007,0.898,0.095,0,0,1,0
09-11-2021,1734.75,1750,1726,1742.5,1742.5,4016134,0.9949,0.01,0.895,0.095,0.3952,0.058,0.835,0.107
04-11-2021,1715,1717,1705,1708.699951,1708.699951,483407,0.9949,0.01,0.895,0.095,0.8807,0,0.946,0.054
03-11-2021,1709,1717.449951,1699,1702.5,1702.5,3530713,0.9953,0.01,0.895,0.095,0.6722,0.019,0.913,0.068
01-11-2021,1677.5,1707.199951,1676,1700.050049,1700.050049,3636806,0.9953,0.01,0.895,0.095,0.8378,0.043,0.756,0.201
28-10-2021,1719.349976,1724.75,1692.050049,1703.900024,1703.900024,5329972,0.9955,0.01,0.895,0.095,0,0,1,0
27-10-2021,1709.099976,1734.150024,1701.150024,1728.949951,1728.949951,5090259,0.9955,0.01,0.895,0.095,-0.3612,0.098,0.902,0
26-10-2021,1710.050049,1726.599976,1695.900024,1703.699951,1703.699951,5871709,0.9953,0.01,0.899,0.091,0.4404,0,0.707,0.293
22-10-2021,1749.900024,1763.199951,1707,1719.800049,1704.692383,7369809,0.9953,0.01,0.899,0.091,0,0,1,0
21-10-2021,1814,1814,1746.849976,1753.650024,1738.244995,8779629,0.9949,0.015,0.893,0.093,0.3612,0,0.928,0.072
20-10-2021,1829.400024,1848,1794.050049,1802.349976,1786.517212,5876115,0.9949,0.014,0.895,0.091,0.8294,0.073,0.794,0.133
19-10-2021,1814,1834.5,1782.300049,1822.150024,1806.143311,10324260,0.9949,0.014,0.895,0.091,0.9194,0.024,0.88,0.095
18-10-2021,1740,1799,1740,1792.150024,1776.40686,13438109,0.9949,0.014,0.895,0.091,0.9325,0,0.84,0.16
14-10-2021,1754,1783.599976,1698.199951,1715.75,1700.677979,19655776,0.9961,0.014,0.891,0.095,-0.5574,0.09,0.873,0.037
13-10-2021,1695.949951,1713.650024,1680.050049,1709.199951,1694.185425,7104171,0.9968,0.014,0.894,0.092,0.898,0.061,0.853,0.086
12-10-2021,1677,1689,1662,1685.150024,1670.346802,7439300,0.9967,0.016,0.893,0.091,0.9877,0.015,0.819,0.166
11-10-2021,1682,1730,1663.699951,1690.949951,1676.095703,8840633,0.9967,0.016,0.893,0.091,0.926,0.017,0.896,0.087
07-10-2021,1687,1704.199951,1676.650024,1691,1676.145386,5476108,0.997,0.015,0.891,0.093,0.6808,0,0.908,0.092
06-10-2021,1702.099976,1709,1670,1673.550049,1658.848755,4271698,0.997,0.015,0.892,0.093,0.9361,0.029,0.838,0.133
05-10-2021,1671,1702.949951,1663,1692.800049,1677.929565,4373310,0.9971,0.015,0.891,0.094,0,0,1,0
04-10-2021,1672.5,1688,1665.400024,1678.75,1664.00293,2947154,0.9971,0.015,0.891,0.094,0.4939,0.045,0.867,0.088
01-10-2021,1665.099976,1678.949951,1661.25,1665.150024,1650.522461,5733906,0.9971,0.015,0.891,0.094,0,0,1,0
28-09-2021,1710,1710,1675,1687.099976,1672.279541,6557197,0.9967,0.018,0.891,0.091,0.5994,0.054,0.753,0.194
27-09-2021,1768.75,1769,1718.099976,1721.150024,1706.030518,5045337,0.9967,0.018,0.891,0.091,0.3612,0.108,0.712,0.179
24-09-2021,1758,1788,1752.449951,1763.849976,1748.355347,8280446,0.9967,0.018,0.891,0.091,0.3182,0.127,0.713,0.16
23-09-2021,1732,1745,1721.099976,1742.550049,1727.242554,3826090,0.9967,0.018,0.893,0.09,-0.5777,0.087,0.848,0.065
22-09-2021,1717,1738.900024,1713.050049,1716.900024,1701.817871,4553892,0.9968,0.017,0.893,0.09,0.9571,0.036,0.832,0.133
21-09-2021,1700,1726.75,1684.650024,1718.449951,1703.354126,4672222,0.9968,0.017,0.893,0.089,0.4019,0,0.964,0.036
20-09-2021,1685,1707.699951,1677.949951,1687.849976,1673.022949,5660743,0.9968,0.017,0.893,0.089,-0.4215,0.085,0.876,0.039
17-09-2021,1697,1718,1684.449951,1691.300049,1676.442749,7454864,0.9968,0.017,0.893,0.089,0.128,0.033,0.926,0.042
16-09-2021,1715.199951,1719.25,1691.449951,1702.25,1687.296509,3246568,0.991,0.012,0.919,0.068,0,0,1,0
14-09-2021,1695.949951,1695.949951,1678.599976,1686.150024,1671.338013,4945167,0.9927,0.012,0.917,0.071,0,0,1,0
13-09-2021,1683,1701.5,1675.199951,1691.900024,1677.037476,4662374,0.9927,0.012,0.919,0.07,0.886,0,0.828,0.172
08-09-2021,1700.849976,1700.849976,1682.949951,1693.25,1678.37561,4584896,0.9942,0.02,0.902,0.078,0.3818,0.22,0.424,0.356
07-09-2021,1730,1734.900024,1704,1706.650024,1691.657959,3520341,0.9942,0.019,0.904,0.077,-0.0258,0.023,0.946,0.031
06-09-2021,1705.150024,1732,1699.349976,1730.400024,1715.199219,4876026,0.9942,0.019,0.904,0.077,0.9778,0.01,0.868,0.122
03-09-2021,1696.050049,1705.949951,1684.400024,1700.650024,1685.710571,5339139,0.9923,0.024,0.901,0.075,0,0,1,0
02-09-2021,1677.349976,1694.300049,1662.650024,1689.099976,1674.261963,6830050,0.9923,0.024,0.901,0.075,0.8637,0.043,0.838,0.119
31-08-2021,1700.150024,1715,1685.849976,1706.449951,1691.459595,12255438,0.9923,0.024,0.901,0.075,0.7297,0,0.839,0.161
27-08-2021,1725,1727.699951,1705.199951,1708.800049,1693.789063,6698514,0.9923,0.024,0.902,0.074,-0.5423,0.121,0.8,0.079
26-08-2021,1734,1746,1720,1727.699951,1712.522949,5302248,0.9923,0.024,0.903,0.074,0,0,1,0
25-08-2021,1718,1746.900024,1718,1735.550049,1720.304077,6153253,0.9923,0.023,0.905,0.071,0.4215,0.069,0.751,0.179
24-08-2021,1750,1757,1712.699951,1720.849976,1705.733154,7602939,0.994,0.022,0.904,0.073,0.9441,0,0.881,0.119
23-08-2021,1735.75,1753.150024,1732,1738.75,1723.475952,6189051,0.9945,0.022,0.905,0.073,-0.846,0.117,0.775,0.108
20-08-2021,1716.099976,1745,1716.099976,1732.949951,1717.726807,6206972,0.9935,0.026,0.903,0.072,0.9741,0,0.85,0.15
17-08-2021,1703.900024,1748.900024,1686.550049,1741.650024,1726.350464,9510390,0.9928,0.025,0.905,0.07,0.4939,0.062,0.854,0.084
16-08-2021,1707.699951,1719.949951,1690.099976,1704.400024,1689.427612,4564109,0.9943,0.025,0.902,0.072,0.6705,0.054,0.767,0.178
13-08-2021,1697,1722.5,1691.300049,1712.199951,1697.159058,5612790,0.9943,0.025,0.902,0.072,0.4118,0.023,0.948,0.029
12-08-2021,1679.150024,1696.5,1674,1689.599976,1674.75769,5659579,0.9943,0.025,0.902,0.072,-0.4466,0.057,0.918,0.025
11-08-2021,1674.800049,1684,1668,1677.550049,1662.813599,4899639,0.9943,0.025,0.902,0.072,0.8779,0.022,0.89,0.088
10-08-2021,1668,1680,1661.050049,1677.25,1662.516113,6846517,0.9933,0.025,0.905,0.07,0,0,1,0
06-08-2021,1657,1660.650024,1644,1650.199951,1635.703735,3754855,0.9943,0.025,0.903,0.072,0.3612,0,0.967,0.033
03-08-2021,1647,1658.650024,1635.599976,1655.199951,1640.65979,5513668,0.9933,0.025,0.907,0.069,0.9158,0.039,0.858,0.103
29-07-2021,1600.099976,1620,1600.099976,1617,1602.79541,4660873,0.9933,0.025,0.907,0.069,0.7579,0,0.924,0.076
28-07-2021,1605.099976,1607.599976,1585.5,1605.599976,1591.495483,4686788,0.9933,0.025,0.907,0.069,0.8316,0,0.943,0.057
27-07-2021,1605,1609.300049,1597.900024,1602.550049,1588.472412,5892859,0.9933,0.025,0.907,0.069,-0.6908,0.205,0.709,0.086
26-07-2021,1594.099976,1611.650024,1594.099976,1603.900024,1589.810547,4586710,0.9933,0.024,0.907,0.068,0.8253,0.034,0.878,0.088
23-07-2021,1588.550049,1598.5,1585.050049,1590.449951,1576.478638,4179719,0.9933,0.024,0.907,0.068,0.4019,0.031,0.9,0.069
22-07-2021,1561.400024,1592.849976,1561.400024,1590.199951,1576.230835,7854575,0.9933,0.024,0.907,0.068,0.9089,0.05,0.795,0.155
20-07-2021,1538.300049,1557.699951,1538,1550.050049,1536.433594,5069939,0.9935,0.024,0.908,0.068,0.9329,0.098,0.594,0.307
19-07-2021,1544.699951,1552.900024,1537.550049,1541.699951,1528.15686,5669162,0.9935,0.024,0.908,0.068,0.4588,0.035,0.895,0.069
16-07-2021,1573.75,1574.650024,1549.599976,1555.449951,1541.786011,6265593,0.9943,0.024,0.907,0.069,0.9118,0.028,0.844,0.128
15-07-2021,1557.900024,1596.849976,1556,1580.800049,1566.913452,10021355,0.9951,0.023,0.907,0.07,0.1477,0.087,0.829,0.085
14-07-2021,1554,1582.800049,1538.099976,1576.900024,1563.047729,5657716,0.9973,0.023,0.9,0.077,0.9975,0.048,0.775,0.177
13-07-2021,1556.400024,1556.400024,1536.300049,1544.949951,1531.378296,4456160,0.9975,0.023,0.899,0.079,0,0,1,0
12-07-2021,1570.550049,1578,1533.75,1547.849976,1534.252808,4588982,0.9975,0.023,0.899,0.079,0.6652,0,0.936,0.064
08-07-2021,1568,1576,1549,1560.75,1547.039551,3326813,0.9975,0.022,0.9,0.078,-0.296,0.087,0.913,0
07-07-2021,1566.050049,1570.550049,1544.650024,1564.599976,1550.855713,4797120,0.9975,0.022,0.9,0.078,0,0,1,0
06-07-2021,1573.699951,1586.75,1557.099976,1562.199951,1548.476807,4089574,0.9979,0.022,0.897,0.081,0.2023,0,0.951,0.049
05-07-2021,1569.150024,1585,1561.050049,1578.949951,1565.07959,4058338,0.9979,0.022,0.897,0.081,0.5319,0,0.939,0.061
02-07-2021,1558.949951,1569.449951,1542.599976,1567.800049,1554.02771,5166064,0.9979,0.022,0.897,0.081,-0.7897,0.138,0.801,0.061
01-07-2021,1576.849976,1576.849976,1559.050049,1560.400024,1546.692627,4814317,0.9979,0.022,0.897,0.081,0.6597,0.023,0.88,0.096
30-06-2021,1572.050049,1591,1572.050049,1580.800049,1566.913452,6058722,0.9979,0.022,0.897,0.081,0,0,1,0
29-06-2021,1561,1573.650024,1559.199951,1563.050049,1549.319336,5913567,0.9979,0.022,0.897,0.081,0.4939,0.041,0.893,0.066
28-06-2021,1572.900024,1580.150024,1560.599976,1571.800049,1557.992554,5019178,0.9979,0.022,0.897,0.081,0.4404,0,0.919,0.081
25-06-2021,1572,1578,1543,1574.199951,1560.371338,9780240,0.9979,0.022,0.899,0.079,0.9768,0.081,0.735,0.184
24-06-2021,1517,1568.75,1511.199951,1559.199951,1545.503052,10785137,0.998,0.024,0.893,0.082,0.9802,0.012,0.892,0.097
23-06-2021,1525,1525,1498.650024,1503.150024,1489.945557,5529809,0.9983,0.024,0.892,0.084,0,0,1,0
21-06-2021,1493,1505.800049,1484.199951,1500.300049,1487.120605,5454052,0.9983,0.023,0.895,0.082,-0.3871,0.118,0.803,0.079
17-06-2021,1475.099976,1502.650024,1475.099976,1495.300049,1482.164551,7677951,0.9987,0.024,0.889,0.087,0.8396,0.032,0.892,0.076
16-06-2021,1472.699951,1489.449951,1467.5,1480.599976,1467.593628,7661710,0.9987,0.024,0.889,0.087,-0.383,0.104,0.831,0.065
15-06-2021,1464,1476,1463,1473.900024,1460.952515,5403104,0.9987,0.024,0.89,0.086,0.8689,0.026,0.85,0.124
14-06-2021,1471,1477,1453.449951,1461.800049,1448.958862,7132294,0.9988,0.023,0.889,0.087,0.5609,0.116,0.732,0.152
11-06-2021,1430.099976,1451.599976,1429.449951,1446.900024,1434.189697,6140828,0.9989,0.023,0.888,0.089,0,0,1,0
10-06-2021,1424,1429,1419,1424.300049,1411.788208,3496575,0.999,0.023,0.887,0.09,0,0,1,0
09-06-2021,1413.400024,1425,1404.599976,1415.300049,1402.86731,5394317,0.999,0.023,0.888,0.089,0.9839,0.023,0.824,0.153
08-06-2021,1396,1421.75,1395.550049,1412.949951,1400.537842,7360630,0.999,0.022,0.89,0.088,-0.7395,0.065,0.909,0.026
07-06-2021,1391,1392,1377.300049,1389.650024,1377.442627,5154576,0.9991,0.022,0.888,0.09,0.5106,0,0.96,0.04
04-06-2021,1393.949951,1396.900024,1377.650024,1385.650024,1373.477783,4194328,0.9991,0.022,0.889,0.089,0.1779,0.034,0.911,0.055
03-06-2021,1388.099976,1399,1377.050049,1389.650024,1377.442627,5115645,0.9991,0.023,0.887,0.09,0.743,0,0.885,0.115
02-06-2021,1380.75,1391.949951,1365,1378.650024,1366.539185,9272276,0.9991,0.024,0.887,0.089,0.4767,0,0.921,0.079
01-06-2021,1400,1401,1378.650024,1387.199951,1375.014038,4791325,0.9991,0.023,0.89,0.087,-0.6908,0.156,0.765,0.079
31-05-2021,1401.5,1401.5,1383,1393.75,1381.506592,4429904,0.9991,0.023,0.89,0.087,0.802,0,0.929,0.071
28-05-2021,1409.75,1414,1396.099976,1405.050049,1377.839111,4261312,0.9992,0.024,0.888,0.088,0.9595,0.026,0.781,0.193
27-05-2021,1404.199951,1416.25,1391.699951,1402.25,1375.093262,15365391,0.9992,0.024,0.887,0.09,0.1027,0.027,0.939,0.033
26-05-2021,1367.900024,1400,1362.050049,1397.25,1370.190063,6850024,0.9992,0.023,0.887,0.09,0.8976,0.051,0.855,0.094
25-05-2021,1358,1368,1354.449951,1361.599976,1335.230469,4099340,0.9993,0.023,0.886,0.09,-0.6124,0.082,0.918,0
24-05-2021,1356.650024,1363,1345.099976,1348.050049,1321.942993,4225371,0.9993,0.023,0.885,0.092,0.4588,0.081,0.764,0.155
21-05-2021,1347.5,1357.5,1346.349976,1354.5,1328.267944,4969733,0.9993,0.023,0.885,0.092,0.8639,0.025,0.846,0.129
20-05-2021,1348.400024,1349.099976,1335,1339.300049,1313.362427,4490092,0.9993,0.023,0.886,0.091,0,0,1,0
19-05-2021,1342,1357.449951,1333.25,1337,1311.106934,4435878,0.9993,0.024,0.884,0.092,0.8658,0.02,0.843,0.137
18-05-2021,1338,1344.599976,1329.5,1340,1314.048828,5620150,0.9993,0.024,0.884,0.092,0.2732,0,0.957,0.043
14-05-2021,1326.849976,1326.849976,1311.300049,1316.400024,1290.905884,4824609,0.9994,0.024,0.883,0.094,-0.3182,0.103,0.897,0
12-05-2021,1330,1330,1314.5,1327,1301.300537,5241898,0.9994,0.023,0.881,0.095,-0.4278,0.205,0.795,0
11-05-2021,1336.900024,1341,1325.099976,1330.650024,1304.880005,6420988,0.9994,0.023,0.882,0.095,0.6908,0,0.676,0.324
10-05-2021,1349.849976,1352.900024,1335.050049,1339.550049,1313.607544,7195348,0.9994,0.023,0.882,0.095,0.802,0,0.876,0.124
07-05-2021,1365.300049,1373.050049,1348.5,1352.550049,1326.355835,4991435,0.9994,0.023,0.882,0.095,0.4391,0.047,0.883,0.07
06-05-2021,1345,1364.699951,1337.400024,1361.599976,1335.230469,4810090,0.9995,0.023,0.881,0.096,0.296,0,0.956,0.044
30-04-2021,1346.300049,1373.900024,1345.900024,1354.349976,1328.12085,8354677,0.9995,0.023,0.88,0.097,-0.8579,0.466,0.534,0
28-04-2021,1358,1359.5,1344.599976,1356,1329.738892,4879234,0.9995,0.023,0.88,0.097,0.8271,0,0.617,0.383
23-04-2021,1343,1348.400024,1331,1333.800049,1307.968994,7316262,0.9995,0.024,0.879,0.097,0.8519,0.054,0.811,0.135
19-04-2021,1340,1379.699951,1332.349976,1362.550049,1336.162231,12508028,0.9995,0.023,0.879,0.098,-0.128,0.099,0.84,0.062
16-04-2021,1365,1370.849976,1346.599976,1353.75,1327.532471,10879878,0.9995,0.023,0.878,0.098,0.967,0.009,0.891,0.1
15-04-2021,1332.300049,1366.400024,1320,1360.75,1334.396973,25342491,0.9996,0.025,0.874,0.102,0.9493,0.026,0.901,0.073
13-04-2021,1433,1435.25,1375,1397.150024,1370.092041,14855206,0.9996,0.025,0.875,0.1,0.765,0.01,0.942,0.049
12-04-2021,1474,1477.550049,1415,1425.75,1398.138184,20384532,0.9996,0.025,0.876,0.1,0.9898,0,0.895,0.105
09-04-2021,1455,1455,1430.050049,1441.050049,1413.141968,6052712,0.9996,0.024,0.875,0.101,-0.1779,0.085,0.838,0.078
08-04-2021,1430,1451.699951,1421,1439.849976,1411.965088,5654434,0.9996,0.024,0.874,0.102,0.936,0.037,0.77,0.193
07-04-2021,1410.25,1434.949951,1406.599976,1430.199951,1402.501953,5879234,0.9996,0.024,0.874,0.102,-0.6124,0.166,0.717,0.117
06-04-2021,1423,1426,1406.449951,1411.050049,1383.7229,5793571,0.9996,0.024,0.874,0.102,0.7184,0,0.92,0.08
05-04-2021,1391,1425,1387,1409.900024,1382.595215,9479572,0.9996,0.024,0.874,0.101,0.9819,0.009,0.889,0.102
01-04-2021,1380,1391.599976,1371,1385.199951,1358.373413,5675155,0.9997,0.024,0.874,0.102,0.4404,0.074,0.739,0.187
30-03-2021,1346.900024,1400,1336.150024,1385.300049,1358.471558,10546381,0.9997,0.024,0.874,0.102,0.0516,0.042,0.911,0.047
22-03-2021,1350.099976,1376,1336.099976,1370.800049,1344.252319,4862758,0.9997,0.024,0.875,0.101,0.7964,0.056,0.658,0.286
19-03-2021,1330,1355.199951,1318,1344.449951,1318.412598,12767112,0.9997,0.024,0.875,0.101,-0.4215,0.057,0.904,0.038
18-03-2021,1393.75,1393.75,1313.5,1337.099976,1311.204956,10961755,0.9997,0.024,0.875,0.101,0.7603,0.141,0.627,0.233
17-03-2021,1392.25,1400,1382,1387,1360.13855,7626744,0.9997,0.024,0.875,0.101,-0.0516,0.062,0.88,0.058
16-03-2021,1386.050049,1406,1380.5,1384,1357.196655,9352771,0.9997,0.024,0.875,0.101,0.7845,0,0.905,0.095
15-03-2021,1370,1379.900024,1358.5,1373.599976,1346.998169,6658635,0.9997,0.024,0.875,0.101,0.4404,0,0.925,0.075
12-03-2021,1373,1391.699951,1370.050049,1374.849976,1348.223877,9462061,0.9997,0.024,0.875,0.101,-0.296,0.087,0.873,0.039
10-03-2021,1356.900024,1374,1355,1368.150024,1341.653687,7925984,0.9997,0.024,0.874,0.102,0.8722,0.051,0.809,0.14
09-03-2021,1329.5,1350.449951,1318.75,1345.550049,1319.491333,6518173,0.9997,0.024,0.874,0.102,0.4466,0.036,0.916,0.048
08-03-2021,1324.800049,1346.099976,1317.199951,1335.75,1309.881226,5119392,0.9997,0.024,0.875,0.102,0.4019,0,0.951,0.049
05-03-2021,1328.5,1340,1305.050049,1316.699951,1291.199951,6486176,0.9997,0.024,0.875,0.102,0.5859,0,0.939,0.061
04-03-2021,1335,1363.849976,1325.900024,1330.349976,1304.585693,12041941,0.9997,0.023,0.875,0.101,0.9468,0.043,0.796,0.162
03-03-2021,1319.199951,1347,1308,1343.550049,1317.530151,9056399,0.9997,0.023,0.874,0.103,0.5984,0.05,0.864,0.086
01-03-2021,1263.300049,1284.5,1259,1267,1242.462646,5756286,0.9997,0.023,0.875,0.102,0,0,1,0
24-02-2021,1260.050049,1276.599976,1252,1274.300049,1249.621338,4537258,0.9997,0.023,0.875,0.103,0.8591,0,0.939,0.061
23-02-2021,1271.150024,1291,1257.550049,1266.349976,1241.825195,6612942,0.9997,0.023,0.874,0.103,0,0,1,0
19-02-2021,1296.099976,1299.5,1276.800049,1291.300049,1266.291992,5389696,0.9997,0.023,0.875,0.102,0.6207,0,0.911,0.089
17-02-2021,1290.400024,1294.5,1275,1281.300049,1256.485718,4575741,0.9997,0.023,0.875,0.102,0.296,0,0.784,0.216
16-02-2021,1314,1319.75,1286,1290.400024,1265.409424,6896421,0.9997,0.023,0.875,0.103,0.1027,0.083,0.83,0.087
15-02-2021,1320,1328.400024,1307.099976,1309.650024,1284.286621,4363513,0.9997,0.022,0.875,0.103,0.4019,0,0.876,0.124
09-02-2021,1306.900024,1332,1297.849976,1305.550049,1280.266113,7965949,0.9997,0.023,0.875,0.102,0.9349,0,0.765,0.235
08-02-2021,1285.5,1310,1275.5,1303.550049,1278.30481,6921922,0.9997,0.023,0.875,0.102,0.8176,0,0.929,0.071
05-02-2021,1286.400024,1288.75,1262,1272.099976,1247.463745,5477481,0.9997,0.023,0.875,0.102,0.802,0,0.728,0.272
03-02-2021,1277.650024,1304,1273,1284.650024,1259.770874,8182968,0.9997,0.023,0.875,0.102,0.6597,0,0.357,0.643
02-02-2021,1280,1294.400024,1263.599976,1271.25,1246.630249,6892490,0.9997,0.023,0.876,0.101,0,0,1,0
29-01-2021,1286.25,1291.150024,1231,1239.050049,1215.053833,12183519,0.9997,0.023,0.876,0.101,0.926,0,0.803,0.197
28-01-2021,1291.800049,1296.449951,1272.550049,1276.199951,1251.484375,4660690,0.9997,0.023,0.876,0.101,-0.7651,0.249,0.688,0.063
25-01-2021,1345,1347.900024,1313,1325.099976,1299.437378,6542611,0.9997,0.025,0.874,0.101,0.1779,0,0.918,0.082
22-01-2021,1327,1356,1326.550049,1340.849976,1314.882446,9646591,0.9997,0.025,0.874,0.101,0,0,1,0
21-01-2021,1350,1361.050049,1335,1339.699951,1313.754517,6142421,0.9997,0.025,0.874,0.101,0.6369,0,0.927,0.073
20-01-2021,1320.550049,1348.400024,1320.550049,1339.449951,1313.509399,8225838,0.9997,0.025,0.874,0.101,0.8625,0.016,0.88,0.104
19-01-2021,1320,1331,1312,1316.650024,1291.151123,5585744,0.9997,0.025,0.874,0.101,0.4588,0.033,0.88,0.086
18-01-2021,1338,1340,1306,1312.050049,1286.640137,8861765,0.9997,0.023,0.876,0.101,-0.2263,0.137,0.863,0
15-01-2021,1360,1364.449951,1340,1344.949951,1318.902954,15018441,0.9997,0.023,0.876,0.102,-0.891,0.131,0.793,0.075
14-01-2021,1360,1384,1318.449951,1370.5,1343.95813,27521697,0.9997,0.022,0.877,0.101,0.9174,0.065,0.794,0.141
13-01-2021,1373.849976,1392.800049,1360,1387.150024,1360.285767,14442997,0.9998,0.022,0.873,0.105,-0.0772,0.086,0.842,0.072
12-01-2021,1378,1378,1360,1371.75,1345.18396,8309868,0.9998,0.022,0.872,0.106,0.4019,0,0.958,0.042
11-01-2021,1342.099976,1383.349976,1340,1376.199951,1349.547729,20528626,0.9998,0.022,0.872,0.106,0.9761,0.014,0.878,0.108
08-01-2021,1278.25,1316.800049,1278.25,1312.099976,1286.689087,13186251,0.9998,0.022,0.872,0.106,-0.2263,0.104,0.791,0.105
07-01-2021,1296,1297.650024,1255.5,1262.150024,1237.706543,10954918,0.9998,0.022,0.873,0.106,0.228,0.131,0.719,0.15
06-01-2021,1300,1302,1268.050049,1282.099976,1257.270142,7161715,0.9998,0.022,0.873,0.106,0.4019,0,0.895,0.105
05-01-2021,1282,1299,1275.050049,1293.800049,1268.74353,8145280,0.9998,0.022,0.872,0.106,0.7425,0,0.888,0.112
