Date,Open,High,Low,Close,Adj Close,Volume,Comp_Social,Neg_Social,Neu_Social,Pos_Social,Comp_News,Pos_News,Neu_News,Neg_News
11-01-2022,3413,3445.949951,3413,3436.75,3436.75,225782,-0.8482,0.062,0.89,0.048,0.8402,0.055,0.926,0.019
10-01-2022,3414.800049,3451.25,3404.449951,3435.100098,3435.100098,318473,0.9955,0.012,0.892,0.096,0.8402,0.055,0.926,0.019
07-01-2022,3437.5,3437.5,3377,3392.5,3392.5,263996,0.9974,0.002,0.914,0.084,0.8807,0.062,0.92,0.018
06-01-2022,3344.800049,3429,3333,3418.199951,3418.199951,410181,0.9983,0.024,0.871,0.105,0.8807,0.062,0.92,0.018
05-01-2022,3289.149902,3365,3281,3358.550049,3358.550049,312215,0.9995,0.043,0.771,0.186,0.8807,0.058,0.925,0.017
04-01-2022,3284,3316,3270.649902,3289.149902,3289.149902,244503,0.9625,0.022,0.927,0.05,0.8807,0.058,0.925,0.017
03-01-2022,3258.699951,3292.600098,3251.5,3277.100098,3277.100098,266680,0.9965,0.031,0.916,0.053,0.8442,0.053,0.923,0.023
31-12-2021,3230,3264.699951,3217,3249.25,3249.25,248103,0.9968,0.053,0.821,0.126,0.8442,0.053,0.923,0.023
30-12-2021,3278,3279.149902,3187,3200.800049,3200.800049,594987,0.9996,0.052,0.836,0.112,0.8442,0.053,0.923,0.023
29-12-2021,3188.75,3269,3152.050049,3262.5,3262.5,563709,0.9998,0.027,0.892,0.081,0.8442,0.051,0.927,0.022
28-12-2021,3161.199951,3187.550049,3150,3176.050049,3176.050049,214640,0.9802,0.038,0.874,0.088,0.8442,0.051,0.927,0.022
27-12-2021,3145,3174.149902,3122,3154.100098,3154.100098,94069,0.9872,0.021,0.839,0.139,0.8442,0.051,0.927,0.022
24-12-2021,3181.300049,3195,3135,3152.050049,3152.050049,123753,0.9451,0.014,0.914,0.073,0.8442,0.051,0.927,0.022
23-12-2021,3150,3190.949951,3138,3174.100098,3174.100098,224147,0.9974,0.028,0.848,0.124,0.8442,0.051,0.927,0.022
22-12-2021,3132,3173.550049,3126,3135.850098,3135.850098,294578,0.9768,0.039,0.852,0.109,0.8442,0.051,0.927,0.022
21-12-2021,3112,3160.050049,3092,3130.800049,3130.800049,326850,0.9966,0.036,0.829,0.135,0.8442,0.051,0.927,0.022
20-12-2021,3149.899902,3171.100098,3027.050049,3105.199951,3105.199951,595625,0.9977,0.041,0.866,0.092,0.8442,0.051,0.927,0.022
17-12-2021,3248.050049,3261.800049,3149.100098,3179.149902,3179.149902,3170631,0.9987,0.033,0.838,0.128,0.8442,0.05,0.929,0.022
16-12-2021,3327.75,3327.75,3227.350098,3253.149902,3253.149902,324140,0.9979,0.075,0.782,0.143,0.8442,0.05,0.929,0.022
15-12-2021,3289.649902,3329.850098,3275,3294.5,3294.5,295667,0.9747,0.113,0.765,0.122,0.9337,0.07,0.903,0.027
14-12-2021,3300,3305,3268,3291.649902,3291.649902,181626,0.2718,0.048,0.892,0.06,0.9337,0.07,0.903,0.027
13-12-2021,3367,3372.449951,3295,3305.449951,3305.449951,214515,0.991,0.003,0.909,0.088,0.9337,0.07,0.903,0.027
10-12-2021,3320.199951,3364.199951,3320,3344.75,3344.75,220039,0.9971,0.034,0.829,0.137,0.9337,0.07,0.903,0.027
09-12-2021,3350,3350,3306,3341,3341,237723,0.6808,0.023,0.927,0.05,0.9337,0.07,0.903,0.027
08-12-2021,3302.850098,3337.949951,3297,3332.050049,3332.050049,334037,0.9935,0.036,0.855,0.109,0.9337,0.07,0.903,0.027
07-12-2021,3284.949951,3317,3261,3286.449951,3286.449951,286908,0.9896,0.024,0.855,0.12,0.9337,0.07,0.903,0.027
06-12-2021,3297.800049,3300,3242.699951,3249.75,3249.75,251407,0.9935,0.057,0.833,0.11,0.9337,0.07,0.903,0.027
03-12-2021,3335,3343.149902,3280.600098,3287.850098,3287.850098,315536,0.9946,0.033,0.855,0.112,0.946,0.075,0.899,0.026
02-12-2021,3259.949951,3337.350098,3236.5,3328.399902,3328.399902,502905,0.9994,0.068,0.773,0.159,0.946,0.075,0.899,0.026
01-12-2021,3280,3294.199951,3227.300049,3249.550049,3249.550049,551434,-0.0017,0.037,0.923,0.04,0.9186,0.066,0.902,0.032
30-11-2021,3296,3322.949951,3223.050049,3240.300049,3240.300049,682518,0.9994,0.042,0.796,0.162,0.9186,0.066,0.902,0.032
29-11-2021,3321,3354.350098,3246.199951,3298.199951,3298.199951,403739,0.9418,0.058,0.855,0.087,0.9186,0.064,0.904,0.031
26-11-2021,3370,3383.5,3320,3334.600098,3334.600098,341506,0.9957,0.028,0.845,0.127,0.9186,0.064,0.904,0.031
25-11-2021,3402,3413.899902,3377.050049,3391.699951,3391.699951,264226,0.9971,0.052,0.821,0.127,0.9186,0.064,0.904,0.031
24-11-2021,3459,3459,3385.649902,3407.100098,3407.100098,287005,0.9959,0.054,0.755,0.191,0.9186,0.064,0.904,0.031
23-11-2021,3440,3448.5,3376.050049,3434.850098,3434.850098,713102,0.9975,0.041,0.844,0.115,0.9186,0.064,0.904,0.031
22-11-2021,3570,3570,3426,3444.199951,3444.199951,422572,0.9918,0.061,0.823,0.116,0.9186,0.064,0.904,0.031
18-11-2021,3590.5,3594.899902,3525,3547.550049,3547.550049,384426,0.9964,0.015,0.875,0.11,0.9186,0.064,0.904,0.031
17-11-2021,3610,3644,3576.399902,3583.800049,3583.800049,348752,-0.7184,0.039,0.949,0.012,0.9186,0.064,0.904,0.031
16-11-2021,3612.899902,3651.800049,3583.100098,3608.699951,3608.699951,473529,0.993,0.064,0.795,0.142,0.9186,0.064,0.904,0.031
15-11-2021,3651,3673.899902,3580.050049,3601.149902,3601.149902,551238,0.9943,0.037,0.867,0.096,0.9186,0.064,0.904,0.031
12-11-2021,3782,3782,3615.699951,3635.050049,3635.050049,745428,0.9992,0.059,0.791,0.15,0.9186,0.064,0.904,0.031
11-11-2021,3774.5,3781.850098,3726,3749.949951,3749.949951,446382,0.9859,0.046,0.834,0.12,0.9186,0.064,0.904,0.031
10-11-2021,3790,3801.600098,3744,3771.699951,3771.699951,373526,0.977,0.029,0.882,0.089,0.9186,0.064,0.904,0.031
09-11-2021,3780,3845,3772,3794.449951,3794.449951,521920,0.9917,0.043,0.854,0.103,0.9186,0.064,0.904,0.031
08-11-2021,3791,3800,3743.600098,3777.300049,3777.300049,261609,-0.8754,0.081,0.863,0.056,0.9186,0.064,0.904,0.031
04-11-2021,3718.5,3764.899902,3718.5,3759.350098,3759.350098,65679,0.9549,0.021,0.892,0.087,0.9186,0.064,0.904,0.031
03-11-2021,3726.199951,3763.949951,3689.050049,3698.399902,3698.399902,261709,0.9664,0.069,0.81,0.12,0.9186,0.064,0.904,0.031
02-11-2021,3735,3790,3727.050049,3741.850098,3741.850098,250053,0.991,0.024,0.877,0.099,0.9186,0.064,0.904,0.031
01-11-2021,3721.800049,3750,3681.600098,3726.149902,3726.149902,228051,0.9693,0.031,0.927,0.043,0.9186,0.063,0.907,0.031
29-10-2021,3720,3754.850098,3665,3707.25,3707.25,316325,0.9993,0.07,0.801,0.128,0.9186,0.063,0.907,0.031
28-10-2021,3854.949951,3860,3688.850098,3700.699951,3700.699951,706705,0.9999,0.024,0.859,0.117,0.9705,0.083,0.89,0.027
27-10-2021,3795,3815,3760,3776.5,3776.5,251226,0.9998,0.015,0.883,0.102,0.9764,0.087,0.887,0.026
26-10-2021,3779.850098,3811.800049,3762.25,3791.75,3791.75,170050,0.993,0.05,0.851,0.099,0.9764,0.087,0.887,0.026
25-10-2021,3854,3884.75,3735,3763.75,3763.75,306195,0.9992,0.037,0.844,0.119,0.9764,0.087,0.887,0.026
22-10-2021,3839.449951,3910,3813.050049,3866.5,3866.5,408499,0.9949,0.032,0.883,0.085,0.9792,0.09,0.884,0.026
21-10-2021,3870,3875.149902,3769.5,3804,3804,373336,0.9737,0.035,0.884,0.081,0.9792,0.09,0.884,0.026
20-10-2021,3903.75,3909.899902,3828,3848.649902,3848.649902,321450,0.9661,0.026,0.912,0.061,0.9792,0.09,0.884,0.026
19-10-2021,3930.199951,3955,3892.25,3911.550049,3911.550049,275481,0.9531,0.027,0.917,0.056,0.9792,0.09,0.884,0.026
18-10-2021,3861,3969.699951,3861,3915.949951,3915.949951,463126,0.9933,0.061,0.825,0.115,0.9792,0.09,0.884,0.026
14-10-2021,3970,4009.050049,3954.199951,3965.899902,3965.899902,272066,-0.2023,0.059,0.881,0.06,0.9792,0.09,0.884,0.026
13-10-2021,3994.949951,4050,3956.600098,3967.649902,3967.649902,648769,0.9963,0.017,0.903,0.08,0.9764,0.084,0.891,0.025
12-10-2021,3860,3994.5,3858,3978.75,3978.75,1353877,0.9996,0.031,0.845,0.124,0.9764,0.084,0.891,0.025
11-10-2021,3845,3879.899902,3830.350098,3852.100098,3852.100098,239321,0.798,0.058,0.861,0.081,0.9764,0.084,0.891,0.025
08-10-2021,3843.550049,3878.550049,3806.100098,3815.550049,3815.550049,215542,0.9651,0.085,0.815,0.1,0.9726,0.082,0.888,0.03
07-10-2021,3815,3868.649902,3785,3828.550049,3828.550049,343916,0.9781,0.029,0.892,0.08,0.9726,0.082,0.888,0.03
06-10-2021,3876,3884,3760,3770.050049,3770.050049,383507,0.9461,0.065,0.841,0.093,0.9726,0.082,0.888,0.03
05-10-2021,3824.449951,3873.899902,3820,3864,3864,287612,0.9964,0.027,0.866,0.108,0.9726,0.082,0.888,0.03
04-10-2021,3856.449951,3884.600098,3821.25,3825.949951,3825.949951,237249,0.9968,0.035,0.845,0.12,0.9726,0.082,0.888,0.03
01-10-2021,3820,3880.75,3802.649902,3852.600098,3852.600098,407091,0.9886,0.041,0.9,0.059,0.9726,0.079,0.892,0.029
30-09-2021,3892.25,3896.399902,3812,3832.649902,3832.649902,576711,0.9992,0.026,0.865,0.109,0.9726,0.076,0.896,0.028
29-09-2021,3900,3935.899902,3850,3899.25,3899.25,379896,0.9943,0.034,0.873,0.093,0.9726,0.076,0.896,0.028
28-09-2021,3929,3944.800049,3875.399902,3908.699951,3908.699951,478682,0.9935,0.018,0.902,0.08,0.9726,0.076,0.896,0.028
27-09-2021,3831,3924.800049,3822.800049,3913.399902,3913.399902,962801,0.9999,0.018,0.824,0.157,0.9726,0.076,0.896,0.028
24-09-2021,3800,3849.100098,3787.050049,3809.800049,3809.800049,363519,0.9628,0.038,0.879,0.082,0.9726,0.076,0.896,0.028
23-09-2021,3757.149902,3820,3757.149902,3799.199951,3799.199951,228970,0.9942,0.025,0.871,0.104,0.9726,0.076,0.896,0.028
22-09-2021,3732,3770,3722.050049,3757.149902,3757.149902,245919,0.9285,0.067,0.83,0.103,0.9726,0.076,0.896,0.028
21-09-2021,3777,3793.850098,3696,3728.800049,3728.800049,354217,0.9944,0.058,0.811,0.131,0.9726,0.076,0.896,0.028
20-09-2021,3813.399902,3813.399902,3735,3776.050049,3776.050049,399648,0.983,0.059,0.808,0.133,0.9726,0.076,0.896,0.028
17-09-2021,3840,3879.399902,3810.449951,3822.199951,3822.199951,1304667,0.9936,0.027,0.88,0.092,0.9726,0.076,0.896,0.028
16-09-2021,3798,3834,3780.050049,3813.5,3813.5,558125,0.9995,0.014,0.822,0.164,0.9726,0.076,0.896,0.028
15-09-2021,3762.600098,3801.600098,3758.050049,3779.100098,3779.100098,510406,0.9973,0.026,0.868,0.106,0.9726,0.076,0.896,0.028
14-09-2021,3717.399902,3767,3690,3751.050049,3751.050049,741880,0.9988,0.043,0.819,0.139,0.9726,0.076,0.896,0.028
13-09-2021,3699,3720,3680,3699.550049,3699.550049,342427,0.3947,0.06,0.875,0.065,0.9726,0.076,0.896,0.028
09-09-2021,3724.899902,3728.949951,3695,3700.600098,3700.600098,479537,0.9906,0.064,0.819,0.117,0.9726,0.076,0.896,0.028
08-09-2021,3769.75,3769.75,3718,3725.350098,3725.350098,396710,0.9944,0.039,0.843,0.118,0.9726,0.076,0.896,0.028
07-09-2021,3796.800049,3800.649902,3762.149902,3770.699951,3770.699951,450262,-0.0516,0.047,0.896,0.057,0.9726,0.076,0.896,0.028
06-09-2021,3784.449951,3829,3770,3781.100098,3781.100098,779715,0.9882,0.04,0.864,0.097,0.9726,0.076,0.896,0.028
03-09-2021,3726,3809.5,3725,3757.5,3757.5,740269,0.9942,0.05,0.844,0.106,0.9726,0.076,0.896,0.028
02-09-2021,3789,3789,3717,3720.949951,3720.949951,474397,0.996,0.059,0.824,0.117,0.9726,0.076,0.896,0.028
01-09-2021,3754,3810,3730.100098,3758.300049,3758.300049,585605,0.9995,0.01,0.888,0.102,0.9764,0.079,0.894,0.027
31-08-2021,3732.949951,3739,3705.600098,3727.850098,3727.850098,693952,0.9877,0.036,0.885,0.08,0.9764,0.079,0.894,0.027
30-08-2021,3717.899902,3756.600098,3705,3720.399902,3720.399902,561903,0.9903,0.02,0.856,0.124,0.9764,0.079,0.894,0.027
27-08-2021,3707.399902,3749.899902,3679,3699.449951,3699.449951,274822,0.8151,0.017,0.922,0.061,0.9764,0.079,0.894,0.027
26-08-2021,3689.649902,3719.649902,3670,3691.399902,3691.399902,283891,0.9929,0.034,0.876,0.09,0.9764,0.079,0.894,0.027
25-08-2021,3731.449951,3759.949951,3680,3689.649902,3689.649902,398715,0.9963,0.039,0.866,0.095,0.9764,0.079,0.894,0.027
24-08-2021,3690,3722,3653.699951,3714.75,3714.75,276602,0.825,0.041,0.9,0.059,0.9764,0.078,0.896,0.027
23-08-2021,3787.899902,3787.899902,3647.149902,3668.25,3668.25,455643,0.8013,0.068,0.842,0.09,0.9764,0.078,0.896,0.027
20-08-2021,3780,3825,3725.800049,3751.5,3751.5,301943,0.986,0.012,0.902,0.087,0.9764,0.078,0.896,0.027
18-08-2021,3810,3856.050049,3775,3833.050049,3833.050049,493285,0.9981,0.039,0.808,0.154,0.9764,0.078,0.896,0.027
17-08-2021,3749,3819.5,3741.550049,3807.449951,3807.449951,319770,0.997,0.038,0.852,0.11,0.9764,0.078,0.896,0.027
16-08-2021,3826,3829,3744,3748.449951,3748.449951,294567,0.9932,0.038,0.853,0.109,0.9764,0.078,0.896,0.027
13-08-2021,3780,3860,3760,3825.75,3825.75,581862,0.9959,0.025,0.875,0.101,0.9764,0.078,0.896,0.027
12-08-2021,3746.800049,3777,3736,3769.350098,3769.350098,316454,0.9807,0.039,0.892,0.069,0.9764,0.078,0.896,0.027
11-08-2021,3800,3806.25,3695.199951,3727.149902,3727.149902,497724,0.9811,0.045,0.875,0.079,0.9764,0.078,0.896,0.027
10-08-2021,3857,3861.75,3785.100098,3797.949951,3797.949951,253258,0.9912,0.039,0.841,0.12,0.9764,0.078,0.896,0.027
09-08-2021,3858.149902,3898.899902,3837.050049,3855.149902,3855.149902,396098,0.9848,0.06,0.846,0.094,0.9764,0.078,0.896,0.027
06-08-2021,3833,3872.350098,3797.25,3847.850098,3847.850098,504011,0.9924,0.014,0.892,0.094,0.9764,0.078,0.896,0.027
05-08-2021,3842,3858,3813.600098,3818.75,3818.75,333818,0.6249,0.041,0.894,0.065,0.9764,0.078,0.896,0.027
04-08-2021,3835,3864.850098,3816,3832,3832,363955,0.91,0.022,0.93,0.049,0.9764,0.078,0.896,0.027
03-08-2021,3830,3838,3805.649902,3828.199951,3828.199951,408981,0.9981,0.061,0.809,0.131,0.9764,0.078,0.896,0.027
02-08-2021,3874,3880,3813.199951,3841.550049,3841.550049,351187,0.9931,0.02,0.908,0.071,0.9764,0.076,0.898,0.026
30-07-2021,3776,3858,3753.149902,3829.600098,3829.600098,511767,0.9771,0.027,0.9,0.072,0.9764,0.076,0.898,0.026
29-07-2021,3827.800049,3827.800049,3750,3763.75,3763.75,355185,0.9985,0.052,0.817,0.132,0.9764,0.076,0.898,0.026
28-07-2021,3834,3841.449951,3781,3818.5,3818.5,235770,0.9983,0.05,0.802,0.147,0.9764,0.076,0.898,0.026
27-07-2021,3850,3859,3812,3821.399902,3821.399902,391373,0.9872,0.027,0.889,0.084,0.9803,0.078,0.897,0.025
26-07-2021,3852,3871.300049,3830,3836.350098,3836.350098,408134,0.9927,0.024,0.903,0.072,0.9803,0.078,0.897,0.025
23-07-2021,3873,3925,3825.050049,3841.899902,3841.899902,709478,0.9996,0.023,0.872,0.105,0.9455,0.057,0.921,0.022
22-07-2021,3920,4013.649902,3781.600098,3853.199951,3853.199951,1707977,0.9999,0.029,0.847,0.123,0.9636,0.061,0.919,0.02
20-07-2021,3887.899902,3932.449951,3881.899902,3905.399902,3905.399902,467908,0.9084,0.045,0.891,0.063,0.9636,0.061,0.919,0.02
19-07-2021,3922,3939,3875,3882.850098,3882.850098,408067,0.9895,0.022,0.882,0.096,0.9636,0.06,0.92,0.02
16-07-2021,3958,3960.600098,3925,3931.949951,3931.949951,323569,0.9935,0.036,0.854,0.11,0.9636,0.059,0.922,0.019
15-07-2021,3954,3969.949951,3930.300049,3940,3940,310788,0.9571,0.025,0.9,0.075,0.9636,0.059,0.922,0.019
14-07-2021,3969,4003.100098,3940,3953.850098,3953.850098,527932,0.9962,0.041,0.836,0.123,0.9636,0.059,0.922,0.019
13-07-2021,3985,4019.699951,3954.550049,3966.100098,3966.100098,614101,0.963,0.046,0.861,0.093,0.9636,0.059,0.922,0.019
12-07-2021,4018,4030,3946.899902,3956.149902,3956.149902,512870,0.9656,0.023,0.915,0.062,0.9636,0.059,0.922,0.019
09-07-2021,4077,4079.949951,3990,3995.899902,3995.899902,656635,0.9902,0.053,0.862,0.085,0.9636,0.059,0.922,0.019
08-07-2021,4068.699951,4118.399902,4030.550049,4077.300049,4077.300049,625491,0.9774,0.049,0.882,0.069,0.9636,0.059,0.922,0.019
07-07-2021,4200,4224,4170,4188.25,4048.25,392794,0.9952,0.02,0.904,0.076,0.9636,0.058,0.923,0.019
06-07-2021,4203.5,4249,4172,4195.399902,4055.161133,515181,0.9851,0.042,0.896,0.062,0.9528,0.057,0.92,0.023
05-07-2021,4191.600098,4249.899902,4186.850098,4201.5,4061.057129,375703,0.9859,0.009,0.925,0.067,0.9528,0.057,0.92,0.023
02-07-2021,4229.5,4229.5,4171,4175.350098,4035.781494,375525,0.9906,0.03,0.867,0.103,0.9528,0.057,0.92,0.023
01-07-2021,4141,4250,4141,4204.549805,4064.005127,755502,0.9997,0.052,0.808,0.139,0.9528,0.056,0.921,0.023
30-06-2021,4130,4164,4119.799805,4133.850098,3995.668701,331122,0.9055,0.041,0.894,0.064,0.9528,0.056,0.921,0.023
29-06-2021,4185,4188.850098,4117,4124.649902,3986.775879,332405,0.9985,0.06,0.799,0.141,0.9664,0.06,0.918,0.022
28-06-2021,4196.149902,4205.25,4166,4183.450195,4043.61084,158954,0.9733,0.015,0.905,0.08,0.9664,0.06,0.918,0.022
25-06-2021,4220,4249,4178,4196.149902,4055.885986,175051,0.9962,0,0.812,0.188,0.9664,0.06,0.918,0.022
24-06-2021,4190,4236.200195,4156.75,4226.899902,4085.608154,314542,0.9974,0.035,0.836,0.129,0.9664,0.06,0.918,0.022
23-06-2021,4230,4259.649902,4191.25,4198.600098,4058.25415,418053,0.9122,0.065,0.835,0.1,0.9664,0.06,0.918,0.022
22-06-2021,4183.299805,4230.600098,4155.299805,4221.600098,4080.485352,591793,0.9571,0.014,0.885,0.1,0.9664,0.06,0.918,0.022
21-06-2021,4153,4196,4106.450195,4182.649902,4042.837158,374649,0.14,0.054,0.878,0.069,0.9664,0.059,0.919,0.022
18-06-2021,4055,4193.350098,4030,4167.100098,4027.807129,701993,0.9968,0.056,0.769,0.175,0.9664,0.059,0.919,0.022
17-06-2021,4120,4120,4042.050049,4053.899902,3918.390869,357704,-0.0063,0.092,0.81,0.098,0.9664,0.059,0.919,0.022
16-06-2021,4138.100098,4158.049805,4102,4110.450195,3973.051025,216236,0.4911,0.071,0.846,0.083,0.9664,0.059,0.919,0.022
15-06-2021,4155,4171.799805,4131.100098,4138.100098,3999.776611,138010,0.9851,0.043,0.833,0.123,0.9664,0.059,0.919,0.022
14-06-2021,4173,4195.5,4127.149902,4146.5,4007.895752,200657,0.9962,0.021,0.845,0.134,0.9664,0.059,0.919,0.022
11-06-2021,4185,4216.850098,4162,4172.5,4033.026611,188155,0.9767,0.065,0.794,0.141,0.9664,0.059,0.919,0.022
10-06-2021,4229,4233.5,4166,4179.899902,4040.179199,332571,0.9952,0.055,0.807,0.138,0.9664,0.059,0.919,0.022
09-06-2021,4268,4272.5,4201,4224.5,4083.28833,262617,0.9975,0.013,0.871,0.116,0.9664,0.059,0.919,0.022
08-06-2021,4250,4275,4234,4269.899902,4127.170898,150816,0.9963,0.048,0.812,0.14,0.9664,0.059,0.919,0.022
07-06-2021,4258.549805,4284.899902,4240,4249.75,4107.694336,159646,0.9954,0.068,0.799,0.133,0.9664,0.059,0.919,0.022
04-06-2021,4264.399902,4295.450195,4240,4250.049805,4107.984375,374317,0.9892,0.026,0.89,0.084,0.9664,0.059,0.919,0.022
03-06-2021,4294.299805,4300,4242,4273.350098,4130.505371,323999,0.9932,0.033,0.867,0.1,0.9664,0.059,0.919,0.022
02-06-2021,4227.899902,4305.899902,4200,4295.049805,4151.47998,351583,0.9948,0.022,0.893,0.085,0.9664,0.059,0.919,0.022
01-06-2021,4204.899902,4347,4204.899902,4238.950195,4097.255371,1248169,0.9999,0.021,0.813,0.166,0.9889,0.078,0.902,0.021
31-05-2021,4190,4228.700195,4167,4192.799805,4052.647949,321021,0.9879,0.021,0.872,0.107,0.9889,0.078,0.902,0.021
28-05-2021,4240.200195,4256,4187.649902,4199.5,4059.124023,285520,0.9967,0.044,0.813,0.143,0.9889,0.078,0.902,0.021
27-05-2021,4170,4274,4152.75,4246.100098,4104.166504,878610,0.9986,0.027,0.845,0.128,0.9889,0.078,0.902,0.021
26-05-2021,4150.100098,4180,4142,4166.299805,4027.033691,261524,0.985,0.026,0.888,0.086,0.9889,0.078,0.902,0.021
25-05-2021,4165.549805,4187,4141,4150.100098,4011.375488,297915,-0.7638,0.075,0.848,0.077,0.9889,0.078,0.902,0.021
24-05-2021,4125,4184.850098,4107.399902,4142.299805,4003.835938,500267,0.9972,0.046,0.814,0.141,0.9889,0.078,0.902,0.021
21-05-2021,4082.199951,4132,4055.100098,4125.549805,3987.645752,378016,0.9958,0.06,0.791,0.149,0.9889,0.078,0.902,0.021
